bugID,hour,week_day,month_day,month,year_day,component,title_size,platform,severity,priority,cc_count,comment_size,invalid_status,is_closed,patch_count,fixing_time,reopened_count,triaging_time,uptime,developer_count,reporter_exp,assignee_exp,region
603938,6,Wed,13,Oct,286,7,6,x86,critical,--,3,479,NO,0,0,-1,0,-1,68.5,3,1,197,isolated
604262,17,Wed,13,Oct,286,7,3,All,critical,--,10,683,NO,1,4,2644,0,-1,3575.0,15,77,8,isolated
604365,7,Thu,14,Oct,287,119,7,x86,critical,--,15,437,NO,1,1,123,0,4.18,206.5,18,14,13,isolated
604368,7,Thu,14,Oct,287,119,8,x86,critical,--,39,1717,YES,1,2,87,3,0.38,320.5,37,15,14,isolated
604449,12,Thu,14,Oct,287,119,13,All,critical,--,14,1602,NO,1,1,769,1,-1,400.5,17,9,15,high
604734,12,Fri,15,Oct,288,23,5,x86,critical,--,21,1835,NO,1,3,313,0,-1,28.0,22,13,32,isolated
604818,16,Fri,15,Oct,288,111,5,x86,critical,--,17,663,YES,1,0,361,0,-1,458.0,15,14,7,skewed
604994,6,Sun,17,Oct,290,119,4,x86,critical,--,4,294,NO,0,0,-1,0,-1,3.0,5,16,198,isolated
605290,15,Mon,18,Oct,291,111,21,x86,critical,--,29,3016,NO,1,3,6472,0,-1,95.0,29,15,11,high
605452,6,Tue,19,Oct,292,111,8,x86_64,critical,--,17,868,NO,1,2,24,0,0.27,472.0,20,2,8,high
605931,12,Wed,20,Oct,293,119,5,All,critical,--,8,364,NO,0,0,-1,0,-1,267.0,10,17,199,isolated
606346,15,Thu,21,Oct,294,111,7,x86,critical,--,2,128,NO,0,0,-1,0,-1,862.0,2,16,64,isolated
606413,0,Fri,22,Oct,295,119,4,x86,critical,--,1,166,NO,0,0,-1,0,-1,49462.0,2,18,200,isolated
606421,0,Fri,22,Oct,295,7,17,x86,critical,--,7,574,YES,1,0,1793,0,-1,400.5,10,19,16,high
606489,8,Fri,22,Oct,295,374,4,x86,critical,--,18,654,NO,0,0,-1,0,-1,143.5,17,20,201,isolated
606823,10,Sun,24,Oct,297,53,9,x86,critical,--,1,80,NO,0,0,-1,0,-1,769.0,2,21,202,isolated
606957,7,Mon,25,Oct,298,111,4,x86,critical,--,2,134,NO,0,0,-1,0,-1,1393.0,3,22,65,isolated
607053,12,Mon,25,Oct,298,119,5,x86,critical,--,4,1,NO,0,0,-1,0,-1,82.5,2,78,203,isolated
607057,12,Mon,25,Oct,298,23,3,x86,critical,--,5,279,NO,0,0,-1,0,-1,462.0,6,17,204,moderate
607268,4,Tue,26,Oct,299,539,7,x86,normal,--,4,63,YES,1,0,1,0,-1,143.5,4,18,205,isolated
607305,8,Tue,26,Oct,299,132,13,x86,critical,--,5,528,YES,1,0,12475,0,-1,53.5,6,23,206,isolated
607723,12,Wed,27,Oct,300,186,5,ARM,critical,--,2,385,YES,1,0,1533,0,-1,296.0,3,2,207,high
607758,14,Wed,27,Oct,300,374,9,x86_64,normal,--,0,92,NO,1,1,212,0,0.0,1.0,2,1,1,isolated
607778,15,Wed,27,Oct,300,23,5,x86,normal,--,1,239,YES,1,0,1132,0,-1,44.5,2,1,208,isolated
607991,9,Thu,28,Oct,301,884,3,ARM,critical,--,0,361,NO,0,0,-1,0,-1,16.0,2,4,209,isolated
608021,10,Thu,28,Oct,301,111,10,All,normal,--,18,2880,NO,1,2,5546,0,-1,34.0,16,5,12,high
608128,15,Thu,28,Oct,301,39,9,x86,critical,--,3,270,NO,0,0,-1,0,-1,70.0,3,17,210,isolated
608217,2,Fri,29,Oct,302,111,3,All,critical,--,9,147,NO,0,0,-1,0,-1,124.0,7,19,66,high
608219,2,Fri,29,Oct,302,539,7,x86,critical,--,5,146,YES,1,0,8289,0,-1,70.0,3,20,211,isolated
608378,13,Fri,29,Oct,302,119,8,x86,critical,--,6,462,YES,1,0,2962,0,-1,161.0,8,18,212,isolated
608662,22,Sun,31,Oct,304,279,9,x86,critical,--,9,361,NO,1,3,107,0,-1,508.0,10,3,1,isolated
608773,11,Mon,1,Nov,305,498,7,x86,critical,--,3,220,YES,1,0,9338,0,-1,351.0,4,19,213,isolated
608963,6,Tue,2,Nov,306,119,10,x86,critical,--,6,142,NO,1,1,29,0,0.2,206.5,6,79,17,isolated
608998,8,Tue,2,Nov,306,23,3,x86,critical,--,1,328,NO,0,0,-1,0,-1,541.0,2,9,214,isolated
609244,2,Wed,3,Nov,307,111,4,x86,critical,--,8,1743,NO,1,1,201,0,5.68,862.0,6,24,12,isolated
609565,2,Thu,4,Nov,308,119,4,x86,critical,--,1,141,NO,0,0,-1,0,-1,563.5,2,25,215,isolated
609793,17,Thu,4,Nov,308,119,15,All,normal,--,11,680,NO,0,1,-1,0,-1,1365.5,7,3,216,skewed
609895,8,Fri,5,Nov,309,186,7,ARM,critical,--,4,171,NO,0,0,-1,0,-1,156.0,5,6,217,high
610119,7,Sat,6,Nov,310,539,6,All,critical,--,4,696,YES,1,0,8118,0,-1,125.0,4,1,218,isolated
610227,8,Sun,7,Nov,311,119,3,ARM,critical,--,0,81,NO,0,0,-1,0,-1,54.5,2,7,219,moderate
610551,17,Mon,8,Nov,312,378,26,All,critical,--,6,280,NO,0,0,-1,0,-1,21.0,3,18,220,skewed
610601,0,Tue,9,Nov,313,19,20,All,critical,--,10,813,NO,1,2,690,0,-1,215.0,8,1,33,isolated
610709,10,Tue,9,Nov,313,31,13,x86,critical,--,3,333,NO,1,0,869,0,-1,129.5,7,26,221,isolated
610715,10,Tue,9,Nov,313,31,15,x86,critical,--,9,1063,YES,1,1,308,0,-1,4.0,9,27,1,isolated
610790,14,Tue,9,Nov,313,1349,10,x86,normal,--,9,263,YES,0,0,2,0,-1,187.5,7,20,222,isolated
610826,15,Tue,9,Nov,313,111,6,x86,critical,--,1,516,NO,0,0,-1,0,-1,234.0,2,21,67,isolated
611171,16,Wed,10,Nov,314,498,7,x86,critical,--,7,190,YES,1,0,10294,0,-1,1536.0,6,22,223,isolated
611473,13,Thu,11,Nov,315,434,6,x86,critical,--,6,122,NO,0,0,-1,0,-1,5.0,6,23,224,isolated
611602,2,Fri,12,Nov,316,498,4,x86,critical,--,1,196,NO,0,0,-1,0,-1,186.0,2,28,225,high
611896,16,Fri,12,Nov,316,539,6,x86,critical,--,2,149,YES,1,0,58,0,0.68,291.0,4,1,226,isolated
612086,0,Sun,14,Nov,318,434,10,x86,critical,--,4,194,YES,1,0,33,0,-1,5.0,6,29,227,isolated
612089,0,Sun,14,Nov,318,434,10,x86,critical,--,2,210,YES,1,0,9331,0,-1,2.0,3,30,228,isolated
612096,1,Sun,14,Nov,318,498,6,x86,critical,--,1,246,NO,0,0,-1,0,-1,170.0,3,31,229,skewed
612383,13,Mon,15,Nov,319,119,13,All,critical,--,24,824,YES,1,0,867,0,-1,400.5,12,1,18,high
612402,14,Mon,15,Nov,319,5,7,x86,critical,--,0,120,YES,1,0,0,0,-1,6996.5,2,24,230,isolated
612531,1,Tue,16,Nov,320,53,6,x86,critical,--,1,288,YES,1,0,196,0,-1,1.0,5,32,231,isolated
612536,2,Tue,16,Nov,320,588,4,ARM,critical,--,5,494,YES,1,1,1689,0,-1,9.0,7,33,232,isolated
612546,2,Tue,16,Nov,320,884,4,ARM,critical,--,2,221,YES,1,0,10759,0,-1,1198.0,4,34,233,isolated
612547,2,Tue,16,Nov,320,498,6,ARM,critical,--,4,272,YES,1,0,7899,0,-1,7.0,7,35,234,isolated
612550,3,Tue,16,Nov,320,588,4,ARM,critical,--,0,190,YES,1,0,9262,0,-1,1.0,3,36,235,isolated
612551,3,Tue,16,Nov,320,119,4,ARM,critical,--,7,366,NO,1,3,1363,0,-1,398.0,10,37,1,isolated
612554,3,Tue,16,Nov,320,53,6,ARM,critical,--,2,274,YES,1,0,1158,0,-1,59.0,5,38,236,isolated
613000,13,Wed,17,Nov,321,498,15,x86_64,normal,--,7,630,NO,1,1,529,0,-1,171.0,6,2,2,isolated
613376,16,Thu,18,Nov,322,31,14,x86,critical,--,9,1665,NO,1,5,112,0,4.12,115.5,11,25,3,isolated
613467,3,Fri,19,Nov,323,53,8,ARM,critical,--,4,285,YES,1,0,10686,0,-1,35.0,6,39,237,isolated
613472,5,Fri,19,Nov,323,7,16,x86,normal,--,1,756,NO,0,0,-1,0,-1,107.5,4,1,238,high
613716,0,Sat,20,Nov,324,539,9,x86_64,critical,--,7,569,YES,1,0,1985,0,-1,3.0,9,40,239,isolated
613728,6,Sat,20,Nov,324,111,14,x86,critical,--,3,1073,YES,1,0,561,0,-1,95.0,4,4,68,high
613838,1,Sun,21,Nov,325,111,4,x86_64,critical,--,2,263,YES,1,0,9,0,-1,89.5,4,41,69,isolated
613950,6,Mon,22,Nov,326,119,7,ARM,critical,--,1,345,YES,1,0,9115,0,-1,304.0,3,42,240,high
613954,7,Mon,22,Nov,326,315,27,ARM,critical,P1,15,1638,NO,1,1,9310,0,-1,1176.0,17,43,241,isolated
614082,14,Mon,22,Nov,326,160,3,All,critical,--,2,244,NO,0,0,-1,0,-1,15.0,4,44,242,isolated
614286,9,Tue,23,Nov,327,149,11,x86_64,critical,--,21,3428,NO,1,7,167,1,0.32,124.0,21,1,4,moderate
614527,4,Wed,24,Nov,328,23,4,x86,critical,--,4,793,YES,1,0,2816,0,-1,427.0,6,2,243,isolated
614547,6,Wed,24,Nov,328,884,5,ARM,critical,P1,16,1200,NO,1,6,1347,0,-1,20952.0,16,1,2,isolated
614713,17,Wed,24,Nov,328,715,4,ARM,critical,--,3,277,YES,1,0,127,0,-1,403.0,2,1,244,high
614772,2,Thu,25,Nov,329,498,11,x86,critical,--,15,2712,NO,0,2,-1,0,-1,126.0,17,45,1,isolated
614776,2,Thu,25,Nov,329,111,3,All,critical,--,3,251,NO,0,0,-1,0,-1,219.0,6,46,70,skewed
615293,11,Mon,29,Nov,333,53,13,x86,critical,--,0,93,YES,1,0,0,0,-1,2837.0,2,26,245,isolated
615450,20,Mon,29,Nov,333,9,3,x86,critical,--,4,336,NO,1,1,84,0,0.93,682.0,4,80,5,moderate
615475,22,Mon,29,Nov,333,258,9,x86,critical,--,6,245,NO,1,0,1509,0,-1,79.0,5,81,2,isolated
615762,16,Tue,30,Nov,334,119,3,All,critical,--,4,261,YES,1,0,14777,0,-1,590.0,4,19,246,isolated
615989,14,Wed,1,Dec,335,111,8,ARM,critical,--,7,263,YES,1,0,8892,0,-1,95.0,5,47,71,high
615993,14,Wed,1,Dec,335,111,5,ARM,critical,--,15,962,YES,1,0,1867,1,-1,438.0,15,48,72,high
616117,5,Thu,2,Dec,336,279,22,x86,critical,--,4,1514,NO,1,0,17356,0,-1,21.0,9,1,247,skewed
616400,22,Thu,2,Dec,336,31,6,All,normal,--,12,799,NO,1,1,1509,0,61.52,549.0,9,2,3,isolated
616506,9,Fri,3,Dec,337,884,4,ARM,critical,--,1,192,YES,0,0,10849,1,-1,506.0,3,49,248,moderate
616508,9,Fri,3,Dec,337,111,8,All,critical,--,5,212,NO,1,1,79,0,0.08,234.0,5,45,9,isolated
616518,10,Fri,3,Dec,337,712,14,x86,critical,--,21,1954,NO,0,0,-1,0,61.81,211.0,23,27,1,high
616591,13,Fri,3,Dec,337,149,9,All,critical,--,12,610,NO,1,2,124,1,0.49,201.0,11,28,2,isolated
616861,11,Sun,5,Dec,339,186,4,ARM,critical,--,4,399,NO,1,1,524,0,-1,296.0,5,50,2,high
617159,15,Mon,6,Dec,340,23,7,x86,critical,--,1,141,NO,0,0,-1,0,-1,19.0,2,29,249,isolated
617297,4,Tue,7,Dec,341,119,10,ARM,critical,--,6,1489,YES,1,3,873,1,-1,85.0,10,2,4,moderate
617637,10,Wed,8,Dec,342,16,12,All,critical,--,1,119,NO,1,1,16,0,0.31,119.5,4,20,12,isolated
617718,13,Wed,8,Dec,342,23,10,ARM,normal,--,5,121,NO,1,1,313,0,-1,28.0,7,10,25,isolated
618118,15,Thu,9,Dec,343,119,11,All,critical,--,11,197,NO,1,1,94,0,0.4,95.0,10,1,13,high
618261,3,Fri,10,Dec,344,498,11,ARM,critical,--,4,245,YES,1,1,85,0,0.01,171.0,6,51,14,isolated
618531,22,Fri,10,Dec,344,111,5,x86,normal,--,3,410,YES,1,0,15802,0,-1,256.0,3,10,73,isolated
618832,8,Mon,13,Dec,347,23,12,All,critical,--,10,556,NO,1,1,8,0,-1,722.0,10,52,1,isolated
618938,16,Mon,13,Dec,347,23,5,x86,critical,--,2,100,NO,1,0,14,0,-1,1043.0,4,1,250,isolated
619004,20,Mon,13,Dec,347,111,3,All,critical,--,11,466,NO,1,1,757,0,27.64,95.0,12,46,13,high
619021,0,Tue,14,Dec,348,23,12,All,critical,P2,11,1307,NO,1,10,689,0,-1,472.0,11,1,23,isolated
619043,5,Tue,14,Dec,348,30,6,All,critical,--,11,913,NO,1,2,7298,0,283.12,353.5,11,20,3,isolated
619044,5,Tue,14,Dec,348,498,4,x86,critical,--,4,313,YES,1,0,40,0,-1,114.0,4,53,251,isolated
619045,5,Tue,14,Dec,348,30,8,x86,critical,--,6,349,NO,1,2,1535,0,0.4,318.0,8,21,15,isolated
619048,5,Tue,14,Dec,348,498,7,All,critical,--,18,685,NO,1,7,4797,0,-1,383.0,21,22,1,moderate
619060,7,Tue,14,Dec,348,23,11,x86,normal,--,4,333,NO,1,0,2,0,-1,1043.0,5,16,252,isolated
619455,13,Wed,15,Dec,349,888,6,x86_64,critical,--,3,123,NO,1,0,984,0,-1,1622.0,5,1,4,isolated
619585,17,Wed,15,Dec,349,111,12,x86,critical,--,6,377,YES,1,0,453,0,-1,206.5,7,30,1,isolated
619601,19,Wed,15,Dec,349,498,4,x86,critical,--,7,252,NO,0,1,-1,0,-1,114.0,8,4,5,isolated
619744,11,Thu,16,Dec,350,119,3,x86,normal,--,1,1536,YES,1,0,15668,0,-1,658.0,3,7,253,isolated
620122,8,Sat,18,Dec,352,7,4,x86,critical,P1,14,2569,NO,1,2,7680,0,-1,69.5,14,23,13,isolated
620280,13,Sun,19,Dec,353,119,5,All,critical,--,2,160,NO,1,1,2373,0,0.29,3578.0,6,21,16,skewed
620402,8,Mon,20,Dec,354,498,7,All,critical,--,1,70,NO,1,1,105,0,0.3,38.0,4,22,17,isolated
620405,8,Mon,20,Dec,354,149,7,All,critical,--,0,93,NO,0,1,-1,0,0.01,219.5,4,23,18,isolated
620794,14,Tue,21,Dec,355,23,5,x86_64,critical,--,5,715,YES,1,0,12518,1,-1,470.0,9,54,254,skewed
621375,5,Sat,25,Dec,359,111,6,x86,critical,--,6,102,YES,1,0,253,0,-1,21.0,6,47,6,isolated
621570,11,Mon,27,Dec,361,111,7,x86,critical,--,1,163,YES,1,0,0,0,-1,206.5,2,31,74,isolated
621606,16,Mon,27,Dec,361,573,11,x86,critical,--,5,165,NO,0,0,-1,0,-1,357.0,5,32,255,isolated
622277,9,Fri,31,Dec,365,53,3,x86,critical,--,4,35,YES,1,0,7804,0,-1,333.5,2,24,256,high
622411,5,Sun,2,Jan,2,53,4,All,critical,--,32,510,YES,1,0,9823,0,-1,550.0,10,25,257,isolated
622510,2,Mon,3,Jan,3,161,3,x86,critical,--,1,54,NO,0,0,-1,0,-1,135.5,3,26,258,isolated
622985,14,Tue,4,Jan,4,31,11,All,normal,--,4,1041,NO,1,2,331,0,-1,119.5,5,11,2,moderate
622992,14,Tue,4,Jan,4,315,6,ARM,critical,--,13,1153,YES,1,4,22,1,-1,14.0,16,55,1,isolated
623047,14,Tue,4,Jan,4,132,5,ARM,critical,--,3,196,YES,1,0,188,0,-1,762.5,5,56,259,isolated
623161,3,Wed,5,Jan,5,498,3,ARM,critical,--,11,1557,YES,0,0,10063,1,-1,86.0,12,57,2,high
623168,3,Wed,5,Jan,5,23,5,ARM,critical,--,5,344,YES,0,0,1339,1,-1,413.0,8,58,260,skewed
623185,5,Wed,5,Jan,5,23,5,ARM,critical,--,5,258,YES,0,0,1338,1,-1,269.5,8,59,261,isolated
623188,5,Wed,5,Jan,5,111,4,All,critical,--,9,240,YES,1,0,1036,0,-1,1461.5,13,60,1,isolated
623606,8,Thu,6,Jan,6,23,8,x86,critical,--,12,483,NO,1,2,13,0,-1,1289.0,13,61,6,isolated
623638,9,Thu,6,Jan,6,31,8,x86,critical,--,7,314,NO,1,1,19,0,-1,174.5,7,62,2,isolated
623854,0,Fri,7,Jan,7,111,7,x86,critical,--,3,234,YES,1,0,0,0,-1,438.0,2,48,75,high
623920,8,Fri,7,Jan,7,111,5,ARM,critical,--,1,229,YES,1,0,8014,0,-1,94.0,3,63,76,moderate
624029,15,Fri,7,Jan,7,31,7,x86,normal,--,2,11,YES,1,0,21,0,-1,174.5,3,5,262,isolated
624111,2,Sat,8,Jan,8,23,3,All,critical,--,4,558,NO,0,0,-1,0,-1,379.0,5,64,263,isolated
624510,13,Mon,10,Jan,10,23,7,x86,critical,--,3,240,NO,0,0,-1,0,-1,499.0,2,33,264,isolated
624573,16,Mon,10,Jan,10,315,5,x86,critical,--,2,298,NO,0,0,-1,0,-1,157.0,1,1,265,isolated
625087,9,Wed,12,Jan,12,315,5,ARM,critical,--,2,188,YES,1,0,0,0,-1,167.0,4,65,266,isolated
625337,4,Thu,13,Jan,13,315,7,ARM,critical,--,2,210,YES,1,0,296,0,-1,1134.0,4,66,267,isolated
625351,6,Thu,13,Jan,13,7,5,x86,critical,--,3,306,NO,0,0,-1,0,-1,56.0,5,1,268,isolated
625753,7,Fri,14,Jan,14,720,25,x86_64,normal,--,12,1116,NO,1,1,657,0,-1,1.0,11,17,2,isolated
625783,9,Fri,14,Jan,14,539,5,x86,critical,--,4,86,NO,1,0,11402,0,-1,381.0,7,2,269,isolated
625991,18,Fri,14,Jan,14,149,10,All,critical,--,12,1812,NO,1,2,382,0,3.8,2276.0,8,6,6,isolated
626052,6,Sat,15,Jan,15,23,4,All,critical,--,3,197,NO,0,0,-1,0,-1,277.0,3,67,270,isolated
626234,10,Sun,16,Jan,16,150,4,x86,critical,--,2,37,NO,0,0,-1,0,-1,2428.5,4,3,271,isolated
626361,2,Mon,17,Jan,17,111,5,ARM,critical,--,7,672,NO,1,2,609,0,20.55,184.5,9,68,2,isolated
626606,3,Tue,18,Jan,18,31,9,x86,critical,--,0,221,YES,1,0,3,0,142.48,998.5,3,69,272,isolated
626841,15,Tue,18,Jan,18,258,9,x86,normal,--,6,140,NO,1,1,16,0,0.21,228.5,6,34,3,isolated
626989,4,Wed,19,Jan,19,111,6,All,critical,--,2,218,NO,0,0,-1,0,-1,440.5,3,70,77,isolated
626994,5,Wed,19,Jan,19,498,15,x86,critical,--,18,1670,YES,0,8,548,1,-1,942.5,20,71,2,skewed
627116,10,Wed,19,Jan,19,279,11,x86,critical,--,2,319,YES,1,0,30,0,-1,2575.5,4,1,273,isolated
627353,6,Thu,20,Jan,20,498,4,x86,critical,--,3,157,NO,0,0,-1,0,-1,157.0,3,72,274,isolated
627716,7,Fri,21,Jan,21,712,8,x86,critical,--,23,2637,YES,1,0,7701,0,-1,860.5,17,73,275,isolated
628102,2,Sun,23,Jan,23,111,3,All,critical,--,10,449,NO,0,0,-1,0,-1,506.0,6,21,78,skewed
628105,2,Sun,23,Jan,23,111,7,x86,critical,--,7,223,NO,0,0,-1,0,-1,312.0,7,22,1,high
628236,1,Mon,24,Jan,24,119,6,x86,critical,--,1,117,NO,0,0,-1,0,-1,205.0,2,74,276,moderate
628711,10,Tue,25,Jan,25,498,7,x86_64,critical,--,7,172,YES,1,0,424,0,-1,236.5,5,23,277,isolated
628715,10,Tue,25,Jan,25,715,26,All,critical,--,4,123,YES,1,0,173,0,-1,9.0,5,1,278,moderate
628794,13,Tue,25,Jan,25,119,8,x86,critical,P1,4,136,NO,1,1,1749,0,-1,105.0,6,82,14,isolated
628914,23,Tue,25,Jan,25,942,4,x86,critical,--,1,92,NO,0,0,-1,0,-1,125.0,2,2,279,isolated
629120,11,Wed,26,Jan,26,573,8,x86_64,critical,--,13,2522,NO,0,0,-1,0,-1,525.0,16,1,280,isolated
629329,5,Thu,27,Jan,27,111,6,x86,critical,--,2,199,YES,1,0,429,0,-1,687.5,4,75,79,isolated
629351,6,Thu,27,Jan,27,111,8,x86,critical,--,4,138,NO,0,0,-1,0,-1,225.0,3,24,80,isolated
629918,10,Sat,29,Jan,29,471,4,x86,critical,--,2,22,NO,0,0,-1,0,-1,558.0,3,4,281,moderate
630137,1,Mon,31,Jan,31,119,4,x86_64,critical,--,3,1857,NO,0,0,-1,0,-1,245.0,5,2,282,skewed
630243,9,Mon,31,Jan,31,111,5,x86,critical,--,6,365,NO,1,1,31,0,-1,40.0,6,25,3,isolated
631149,22,Wed,2,Feb,33,712,6,x86,critical,--,6,185,YES,1,0,101,0,-1,332.0,4,5,283,isolated
631453,21,Thu,3,Feb,34,315,3,All,critical,--,1,234,NO,0,0,-1,0,-1,425.0,2,8,284,isolated
631478,1,Fri,4,Feb,35,539,7,x86,critical,--,4,255,YES,1,0,5,0,-1,169.0,4,26,285,isolated
631894,5,Sun,6,Feb,37,53,6,x86,critical,--,2,230,YES,1,0,54,0,-1,53.5,5,76,286,isolated
631999,5,Mon,7,Feb,38,111,4,ARM,critical,--,0,245,YES,1,0,8781,0,-1,386.5,2,77,81,isolated
632000,5,Mon,7,Feb,38,111,4,ARM,critical,--,0,190,YES,1,0,7296,0,-1,862.0,2,78,82,isolated
632871,9,Wed,9,Feb,40,498,8,x86,critical,--,4,81,NO,1,0,0,0,-1,313.0,6,1,287,isolated
633357,15,Thu,10,Feb,41,279,6,x86,critical,--,2,305,YES,1,0,11309,0,-1,165.5,2,1,288,isolated
633450,0,Fri,11,Feb,42,119,6,All,critical,--,10,1186,YES,1,0,462,0,-1,15.0,9,79,1,isolated
633453,0,Fri,11,Feb,42,498,4,x86_64,critical,--,2,269,NO,1,2,13,0,-1,30516.0,5,80,2,isolated
633803,0,Sun,13,Feb,44,111,6,x86,critical,--,7,241,YES,1,0,33,0,-1,4.0,9,81,83,skewed
633845,12,Sun,13,Feb,44,111,3,x86,critical,--,9,508,NO,0,3,-1,0,18.15,659.5,11,1,4,moderate
633927,4,Mon,14,Feb,45,498,5,x86,critical,--,6,74,NO,0,0,-1,0,-1,9.0,4,27,289,skewed
634236,4,Tue,15,Feb,46,111,7,x86,critical,--,10,161,NO,1,1,7,0,-1,95.0,10,49,5,high
634248,5,Tue,15,Feb,46,7,5,x86,critical,--,6,12,NO,0,0,-1,0,-1,39.5,7,5,290,isolated
634256,6,Tue,15,Feb,46,31,5,x86,critical,--,5,381,NO,0,0,-1,0,-1,520.0,5,6,291,moderate
634542,1,Wed,16,Feb,47,111,15,All,critical,--,24,2347,NO,1,6,152,0,1.59,428.0,25,82,6,isolated
634796,17,Wed,16,Feb,47,752,12,All,critical,--,23,2570,NO,1,0,329,0,-1,2.0,22,35,1,isolated
634867,3,Thu,17,Feb,48,149,9,x86,critical,--,9,311,YES,1,0,7059,0,-1,239.0,9,83,292,isolated
634920,8,Thu,17,Feb,48,117,6,x86_64,critical,--,5,551,YES,1,1,415,0,-1,29.0,6,84,1,isolated
634936,9,Thu,17,Feb,48,539,4,x86,normal,--,3,94,NO,1,1,1388,0,51.08,0.0,6,9,1,isolated
635295,10,Fri,18,Feb,49,111,6,x86_64,normal,--,14,527,NO,1,1,8,0,0.07,438.0,15,1,10,high
635477,5,Sat,19,Feb,50,111,8,x86_64,critical,--,2,259,YES,1,0,1,0,-1,438.0,4,85,84,high
635519,9,Sat,19,Feb,50,279,7,x86,normal,--,1,108,YES,1,0,2,0,-1,438.0,2,1,293,high
635606,6,Sun,20,Feb,51,16,8,Other,critical,--,7,246,YES,1,0,126,0,-1,395.0,8,6,294,isolated
635617,9,Sun,20,Feb,51,111,4,x86_64,critical,--,12,1357,NO,1,3,3248,0,-1,730046.0,12,18,3,isolated
635962,12,Tue,22,Feb,53,113,6,x86,critical,--,4,109,NO,0,0,-1,0,-1,3858.0,3,28,295,isolated
636442,6,Thu,24,Feb,55,11,9,ARM,critical,--,2,131,YES,1,0,124,0,-1,28.0,4,86,296,isolated
636482,9,Thu,24,Feb,55,119,7,ARM,critical,--,2,139,YES,1,0,121,0,-1,30.0,4,87,297,moderate
636749,8,Fri,25,Feb,56,298,6,x86,normal,--,2,28,NO,0,0,-1,0,-1,267.0,3,7,298,moderate
636921,18,Fri,25,Feb,56,888,3,x86_64,critical,--,7,441,NO,1,1,133,0,-1,79.0,9,2,1,moderate
637078,15,Sat,26,Feb,57,118,5,x86,critical,--,3,123,NO,0,0,-1,0,-1,49.5,4,29,299,isolated
637171,10,Sun,27,Feb,58,407,4,ARM,critical,--,2,126,YES,1,0,48,0,-1,371.0,4,88,300,isolated
637396,11,Mon,28,Feb,59,160,7,x86,critical,--,6,232,NO,0,0,-1,0,-1,3.0,9,36,301,isolated
637796,10,Tue,1,Mar,60,111,5,x86,normal,--,7,282,YES,1,0,2351,0,-1,153.0,6,1,3,isolated
638658,18,Thu,3,Mar,62,378,8,x86,critical,--,3,2653,YES,1,0,925,0,-1,498.5,3,1,302,isolated
639168,8,Sat,5,Mar,64,498,5,ARM,critical,--,7,333,NO,1,2,2061,1,-1,119.5,9,10,26,moderate
639337,9,Sun,6,Mar,65,31,10,x86,critical,--,12,731,YES,1,0,6822,0,-1,38.5,9,89,6,isolated
639343,9,Sun,6,Mar,65,111,8,All,critical,--,11,887,NO,1,2,604,0,0.21,839.5,8,50,7,isolated
640272,12,Wed,9,Mar,68,23,20,x86,major,--,5,337,NO,1,2,645,0,-1,162.0,6,10,34,isolated
640473,23,Wed,9,Mar,68,7,8,All,critical,--,4,1052,NO,0,2,-1,0,-1,647.0,6,11,3,isolated
640904,1,Fri,11,Mar,70,119,3,x86,critical,--,35,8251,NO,1,3,11086,0,-1,478.0,33,90,2,isolated
640934,5,Fri,11,Mar,70,119,19,x86,critical,--,13,1641,NO,0,0,-1,0,-1,453.0,11,91,303,skewed
640968,7,Fri,11,Mar,70,884,9,ARM,critical,--,6,300,NO,1,1,484,0,-1,1.0,8,12,4,high
641093,13,Fri,11,Mar,70,111,4,x86,normal,--,2,28,YES,1,0,3408,0,-1,2.0,5,1,85,isolated
641224,9,Sat,12,Mar,71,111,4,x86,critical,--,6,75,NO,1,0,37,0,-1,352.0,5,51,86,moderate
641249,13,Sat,12,Mar,71,964,12,x86,normal,--,3,125,NO,0,0,-1,0,-1,4.0,3,2,304,skewed
641269,16,Sat,12,Mar,71,111,10,x86,critical,--,6,92,NO,1,0,28,0,-1,438.0,5,52,87,high
641724,18,Mon,14,Mar,73,23,26,All,critical,--,6,564,NO,0,0,-1,0,-1,207.0,9,11,305,moderate
642088,2,Wed,16,Mar,75,16,11,All,critical,--,17,1181,NO,1,5,3193,0,-1,119.5,18,92,35,isolated
642329,17,Wed,16,Mar,75,31,18,x86,critical,--,9,1341,YES,1,0,8475,0,60.76,1238.0,7,12,306,isolated
642763,4,Fri,18,Mar,77,70,7,x86,critical,--,2,22,NO,0,0,-1,0,-1,1.0,2,30,307,isolated
642801,7,Fri,18,Mar,77,111,9,x86,normal,--,13,2602,NO,0,0,-1,0,-1,198.0,6,1,308,high
642805,7,Fri,18,Mar,77,942,13,x86,critical,--,5,85,NO,1,0,77,0,-1,4.0,3,27,1,skewed
643225,0,Sun,20,Mar,79,715,12,ARM,normal,--,6,301,YES,1,0,1367,1,-1,0.0,6,1,309,isolated
643669,21,Mon,21,Mar,80,111,10,x86,critical,--,6,55,NO,1,0,18,0,-1,438.0,5,53,88,high
643840,11,Tue,22,Mar,81,119,4,x86,critical,--,8,174,NO,0,0,-1,0,-1,1109.0,5,37,310,moderate
644047,20,Tue,22,Mar,81,111,4,x86_64,critical,--,4,328,NO,1,0,7435,0,-1,81.0,3,10,89,isolated
