bugID,hour,week_day,month_day,month,year_day,component,title_size,platform,severity,priority,cc_count,comment_size,invalid_status,is_closed,patch_count,fixing_time,reopened_count,triaging_time,uptime,developer_count,reporter_exp,assignee_exp,region
706343,18,Tue,29,Nov,333,374,5,x86,critical,--,11,326,NO,0,0,-1,0,-1,102.0,8,35,500,isolated
706432,4,Wed,30,Nov,334,53,3,All,critical,--,2,105,NO,0,0,-1,0,-1,262.0,1,31,501,isolated
706438,4,Wed,30,Nov,334,111,12,All,critical,--,3,194,NO,0,0,-1,0,-1,3144.0,2,32,147,isolated
706501,8,Wed,30,Nov,334,279,7,x86,critical,--,5,488,YES,1,0,302,0,-1,198.0,5,1,502,high
706774,1,Thu,1,Dec,335,539,8,All,critical,--,4,268,YES,1,0,9,0,-1,222.0,5,105,503,moderate
707095,0,Fri,2,Dec,336,498,3,x86,critical,--,3,249,YES,1,0,1017,0,-1,3.0,4,106,504,isolated
707097,1,Fri,2,Dec,336,119,5,All,critical,--,1,238,NO,0,0,-1,0,-1,1725.0,2,107,505,moderate
707098,1,Fri,2,Dec,336,297,6,x86_64,critical,--,6,250,NO,1,1,151,0,-1,483.0,8,96,8,isolated
707147,5,Fri,2,Dec,336,279,7,x86,critical,--,0,263,NO,0,0,-1,0,-1,158.0,0,108,506,isolated
707613,0,Mon,5,Dec,339,111,9,All,critical,--,5,808,NO,1,2,33,1,-1,67.0,7,109,7,moderate
707614,0,Mon,5,Dec,339,111,3,All,critical,--,3,182,YES,1,0,170,0,-1,141.5,4,110,148,isolated
707619,2,Mon,5,Dec,339,498,3,ARM,critical,--,1,106,YES,1,0,3,0,-1,51.0,2,111,507,skewed
707662,7,Mon,5,Dec,339,186,3,All,critical,--,6,219,NO,1,1,43,1,-1,40.0,7,2,2,isolated
707683,7,Mon,5,Dec,339,1319,9,ARM,critical,P4,5,1360,YES,1,0,1269,0,-1,125.5,5,6,508,skewed
708248,7,Wed,7,Dec,341,434,7,All,critical,--,32,1864,NO,1,3,661,0,-1,1.0,32,1,1,skewed
709190,10,Fri,9,Dec,343,434,6,x86_64,critical,--,3,137,NO,0,0,-1,0,-1,129.5,3,1,509,isolated
709252,12,Fri,9,Dec,343,888,9,ARM,critical,--,2,72,YES,1,0,71,0,-1,303.0,2,7,510,skewed
709358,15,Fri,9,Dec,343,1319,2,ARM,critical,--,2,545,YES,1,0,160,1,-1,172.0,3,1,511,isolated
709438,21,Fri,9,Dec,343,434,2,All,critical,--,1,240,YES,1,0,0,0,-1,1.0,2,17,512,skewed
709479,8,Sat,10,Dec,344,279,9,x86,critical,--,4,598,NO,1,0,1009,0,-1,101.0,5,2,513,high
709712,23,Sun,11,Dec,345,888,5,ARM,critical,--,5,241,NO,1,0,60,0,-1,303.0,4,1,514,skewed
709748,3,Mon,12,Dec,346,1334,7,All,critical,--,5,1594,NO,1,1,0,1,28.03,237.5,6,1,1,moderate
709832,9,Mon,12,Dec,346,1319,12,All,blocker,--,7,2240,NO,1,1,119,0,-1,153.0,7,95,5,skewed
709968,14,Mon,12,Dec,346,161,5,ARM,critical,--,2,571,NO,0,0,-1,0,-1,217.0,4,95,515,high
710136,23,Mon,12,Dec,346,1319,2,All,critical,--,1,14,YES,1,0,0,0,-1,75.0,1,1,516,isolated
710137,23,Mon,12,Dec,346,1319,2,ARM,critical,P5,9,384,YES,1,1,1023,1,-1,75.0,10,2,42,isolated
710160,2,Tue,13,Dec,347,7,2,All,critical,--,1,121,NO,0,0,-1,0,-1,531.0,1,1,517,high
710559,0,Wed,14,Dec,348,279,2,x86,critical,--,1,84,NO,1,0,0,0,-1,101.0,2,1,518,high
710922,16,Wed,14,Dec,348,111,5,All,critical,--,12,1019,NO,1,1,4071,1,169.09,62.0,12,72,2,high
711397,6,Fri,16,Dec,350,498,8,x86,critical,--,2,367,YES,1,0,2,0,-1,19.0,1,112,519,isolated
711568,12,Fri,16,Dec,350,539,12,All,critical,--,23,1118,NO,0,0,-1,0,-1,21.0,24,73,520,skewed
711651,15,Fri,16,Dec,350,7,7,x86_64,critical,--,6,86,NO,1,1,16,0,-1,508.0,7,97,13,isolated
711707,2,Sat,17,Dec,351,598,3,ARM,critical,--,1,147,NO,0,0,-1,0,-1,198.0,1,113,521,isolated
711751,12,Sat,17,Dec,351,1499,15,ARM,blocker,P5,5,278,NO,0,0,-1,0,-1,24.0,6,1,522,skewed
711794,21,Sat,17,Dec,351,111,6,All,critical,--,38,6042,NO,1,0,5107,0,-1,285.5,31,74,149,moderate
711801,22,Sat,17,Dec,351,1319,8,ARM,critical,P5,5,256,YES,1,0,615,0,-1,195.0,5,1,523,moderate
711852,10,Sun,18,Dec,352,498,11,ARM,critical,--,18,1331,YES,0,0,452,1,-1,174.0,16,114,524,skewed
711853,10,Sun,18,Dec,352,498,5,ARM,critical,--,9,376,YES,1,0,387,0,-1,64.0,6,115,525,isolated
711923,0,Mon,19,Dec,353,1319,3,ARM,critical,P5,2,395,YES,1,0,1263,0,-1,13.0,3,116,526,isolated
711926,1,Mon,19,Dec,353,1319,3,ARM,critical,--,1,81,YES,1,0,9,0,-1,3.5,1,117,527,isolated
711988,7,Mon,19,Dec,353,1319,17,ARM,critical,P3,8,976,YES,1,2,1854,0,-1,111.0,8,8,528,isolated
712171,16,Mon,19,Dec,353,111,5,x86,critical,--,3,198,NO,1,0,40,0,-1,270.0,2,12,8,high
712302,6,Tue,20,Dec,354,111,8,x86,critical,--,4,2715,NO,1,0,3245,0,-1,40.0,4,1,150,isolated
712529,19,Tue,20,Dec,354,1319,5,ARM,blocker,--,4,121,YES,1,0,39,0,-1,116.0,4,5,529,isolated
712564,0,Wed,21,Dec,355,1319,10,ARM,normal,P3,5,220,YES,1,0,667,0,-1,18.0,5,3,1,skewed
712627,6,Wed,21,Dec,355,1319,10,ARM,critical,P1,10,382,NO,1,1,148,0,-1,153.0,7,7,2,skewed
712655,8,Wed,21,Dec,355,715,7,ARM,critical,--,3,76,YES,1,0,1,0,-1,339.0,3,7,530,isolated
712656,8,Wed,21,Dec,355,715,2,All,critical,--,1,42,YES,1,0,0,0,-1,339.0,1,8,531,isolated
712791,15,Wed,21,Dec,355,1319,9,ARM,critical,P2,8,1286,NO,1,2,466,0,0.86,6.0,11,1,1,isolated
713209,4,Fri,23,Dec,357,111,5,x86,critical,--,11,578,NO,1,1,155,0,-1,266.5,9,13,9,high
713251,9,Fri,23,Dec,357,279,20,x86,critical,--,3,145,YES,1,0,261,0,-1,848.0,3,1,532,isolated
713372,8,Sat,24,Dec,358,1319,5,ARM,critical,--,1,574,YES,1,0,14,0,-1,20.0,2,75,533,isolated
713381,9,Sat,24,Dec,358,754,6,x86,critical,--,13,2659,NO,1,6,632,0,-1,1111.0,15,22,4,isolated
713488,18,Sun,25,Dec,359,23,3,All,critical,--,2,303,NO,0,0,-1,0,-1,90.0,2,1,534,isolated
713511,2,Mon,26,Dec,360,23,2,All,critical,--,1,63,NO,0,0,-1,0,-1,555.0,1,1,535,isolated
713513,3,Mon,26,Dec,360,1319,7,ARM,critical,--,2,106,YES,1,0,3,0,-1,153.0,2,1,536,skewed
713569,14,Mon,26,Dec,360,1319,10,ARM,critical,P1,4,686,NO,1,0,575,1,-1,39.5,7,96,1,skewed
713580,16,Mon,26,Dec,360,1319,13,ARM,critical,P2,3,441,YES,1,0,696,0,-1,153.0,3,97,1,skewed
713583,17,Mon,26,Dec,360,5,9,ARM,critical,--,0,231,NO,0,0,-1,0,-1,153.0,1,98,537,skewed
713588,17,Mon,26,Dec,360,1319,7,ARM,critical,P5,4,254,NO,0,0,-1,0,-1,197.0,6,99,538,skewed
713589,18,Mon,26,Dec,360,53,5,ARM,critical,--,0,135,YES,1,0,884,0,-1,303.0,1,100,539,skewed
713592,19,Mon,26,Dec,360,498,3,ARM,critical,--,3,276,YES,0,0,883,1,-1,296.0,4,101,540,skewed
713593,19,Mon,26,Dec,360,498,5,ARM,critical,--,1,108,YES,1,0,591,0,-1,134.0,1,102,541,moderate
713594,19,Mon,26,Dec,360,53,6,ARM,critical,--,4,141,YES,1,0,921,0,-1,303.0,4,103,542,isolated
714639,8,Mon,2,Jan,2,31,9,All,critical,--,4,365,NO,1,0,576,0,-1,335.0,4,1,543,isolated
715057,20,Tue,3,Jan,3,1363,8,x86,critical,--,3,151,YES,1,0,962,0,-1,205.5,3,1,544,isolated
715097,3,Wed,4,Jan,4,19,5,All,critical,--,7,310,NO,0,0,-1,0,-1,170.0,5,1,545,skewed
715387,16,Wed,4,Jan,4,111,5,All,critical,--,6,224,NO,1,0,5021,0,-1,29.0,6,67,151,isolated
715585,11,Thu,5,Jan,5,23,3,ARM,critical,--,0,266,NO,0,0,-1,0,-1,507.5,1,104,546,isolated
715598,11,Thu,5,Jan,5,53,10,ARM,critical,--,0,146,NO,0,0,-1,0,-1,129.5,1,105,547,high
715657,13,Thu,5,Jan,5,434,5,x86_64,critical,--,1,549,YES,1,0,7506,0,-1,2.0,3,1,548,skewed
715815,22,Thu,5,Jan,5,111,11,x86_64,critical,--,3,1303,YES,1,0,7498,0,-1,294.0,4,11,152,high
715829,0,Fri,6,Jan,6,111,13,All,critical,--,4,177,NO,0,0,-1,0,-1,154.0,4,9,153,isolated
715831,0,Fri,6,Jan,6,111,8,ARM,critical,--,3,334,NO,0,0,-1,0,-1,285.0,4,118,154,high
715885,6,Fri,6,Jan,6,489,14,All,critical,--,12,2790,NO,1,3,360,0,3.26,35.0,14,119,7,moderate
715907,8,Fri,6,Jan,6,111,7,x86,critical,--,7,594,NO,1,0,2115,0,-1,198.0,7,1,155,high
715978,11,Fri,6,Jan,6,111,5,x86_64,critical,--,6,306,NO,0,0,-1,0,-1,44.0,6,1,156,isolated
716218,4,Sat,7,Jan,7,1319,10,ARM,critical,P2,5,77,YES,1,0,122,0,-1,158.0,6,2,549,skewed
716232,7,Sat,7,Jan,7,111,9,All,critical,--,14,5618,NO,1,0,1664,0,-1,404.0,11,7,17,high
716289,15,Sat,7,Jan,7,117,3,All,critical,--,11,1026,NO,1,3,129,0,-1,3.5,11,1,3,isolated
716302,19,Sat,7,Jan,7,258,6,All,critical,--,3,38,NO,0,0,-1,0,-1,108.0,2,98,550,high
716426,16,Sun,8,Jan,8,1363,5,x86_64,normal,--,2,99,YES,1,0,1,0,-1,848.0,2,1,551,isolated
716443,20,Sun,8,Jan,8,539,16,All,critical,--,4,478,YES,1,0,7680,0,-1,15.0,5,1,552,skewed
716588,10,Mon,9,Jan,9,1319,12,ARM,critical,P1,3,164,NO,0,0,-1,0,-1,125.0,4,96,553,isolated
716618,11,Mon,9,Jan,9,1319,4,ARM,critical,--,1,74,YES,1,0,4,0,-1,8.0,1,106,554,isolated
716836,1,Tue,10,Jan,10,1319,8,ARM,critical,--,1,132,YES,1,0,53,0,-1,19.0,1,120,555,isolated
716843,2,Tue,10,Jan,10,111,3,All,critical,--,2,242,NO,0,0,-1,0,-1,116.0,2,121,157,isolated
717096,16,Tue,10,Jan,10,754,19,ARM,critical,P1,12,958,NO,1,2,2851,0,-1,769.0,16,107,3,skewed
717497,19,Wed,11,Jan,11,111,11,x86,critical,--,7,278,YES,1,0,4851,0,-1,562.0,4,68,158,skewed
717658,10,Thu,12,Jan,12,498,12,ARM,critical,--,14,1805,NO,0,1,-1,0,-1,9.0,10,122,556,high
717663,10,Thu,12,Jan,12,888,20,x86_64,critical,--,4,290,YES,1,0,1014,0,-1,65.5,4,1,557,high
717807,17,Thu,12,Jan,12,1319,11,ARM,critical,P3,7,308,YES,1,0,329,0,-1,189.0,6,1,2,isolated
717882,3,Fri,13,Jan,13,117,6,All,critical,--,2,204,NO,0,0,-1,0,-1,25.0,3,123,558,isolated
717932,7,Fri,13,Jan,13,1319,11,ARM,critical,P2,2,431,YES,1,0,293,0,-1,1958.0,3,124,1,isolated
718145,19,Fri,13,Jan,13,1109,12,All,critical,--,3,1801,NO,0,0,-1,0,-1,400.5,3,12,559,high
718187,7,Sat,14,Jan,14,111,14,x86_64,blocker,--,7,934,YES,1,0,68,0,-1,436.0,7,1,159,isolated
718284,6,Sun,15,Jan,15,204,12,All,critical,--,19,1425,NO,1,0,809,0,-1,124.0,17,1,3,high
718541,16,Mon,16,Jan,16,111,25,x86,blocker,--,23,3023,YES,1,4,10,0,9.67,436.0,26,3,1,isolated
718765,11,Tue,17,Jan,17,1319,2,All,critical,--,11,483,NO,1,0,60,0,-1,33.0,10,1,560,high
718886,16,Tue,17,Jan,17,1319,7,ARM,critical,P4,5,193,YES,1,0,652,0,-1,2.0,6,108,4,isolated
718904,17,Tue,17,Jan,17,1319,4,ARM,critical,P3,8,540,NO,1,2,192,1,-1,32.0,10,109,3,skewed
719113,9,Wed,18,Jan,18,111,4,x86,critical,--,2,116,NO,0,0,-1,0,-1,246.0,2,2,160,high
719373,2,Thu,19,Jan,19,1319,4,ARM,critical,--,7,601,YES,1,0,1617,0,-1,38.0,10,125,561,high
719442,8,Thu,19,Jan,19,1363,15,x86,critical,--,3,161,NO,1,0,4916,0,-1,28455.0,4,1,562,isolated
719741,2,Fri,20,Jan,20,1319,9,ARM,critical,--,5,241,YES,1,0,584,0,-1,4.0,6,126,563,skewed
719795,7,Fri,20,Jan,20,715,18,ARM,critical,--,7,1025,YES,1,2,0,0,4.04,32.0,9,4,1,high
719872,9,Fri,20,Jan,20,498,10,ARM,critical,--,10,883,NO,1,2,261,0,-1,77.0,10,97,3,skewed
720085,23,Fri,20,Jan,20,1319,23,ARM,critical,P1,3,164,YES,1,0,109,0,-1,9.0,4,1,2,isolated
720086,23,Fri,20,Jan,20,111,4,x86_64,critical,--,1,366,YES,1,0,98,0,-1,562.0,2,127,161,skewed
720092,23,Fri,20,Jan,20,1319,9,ARM,critical,P1,6,112,NO,1,1,249,0,-1,47.0,6,6,5,high
720100,0,Sat,21,Jan,21,149,6,x86,critical,--,4,108,NO,0,0,-1,0,-1,79.0,3,1,564,isolated
720234,10,Sun,22,Jan,22,111,3,x86,critical,--,2,313,NO,0,0,-1,0,-1,849.0,3,128,162,isolated
720353,6,Mon,23,Jan,23,498,13,ARM,critical,--,8,930,NO,1,1,2,1,-1,12.0,7,129,565,high
720480,12,Mon,23,Jan,23,7,7,x86_64,critical,--,7,171,NO,0,0,-1,0,-1,127.0,5,1,566,moderate
720509,14,Mon,23,Jan,23,1319,3,ARM,critical,P4,8,275,NO,1,1,437,0,-1,4.0,12,110,2,skewed
720515,14,Mon,23,Jan,23,1319,11,ARM,critical,P4,3,286,NO,0,0,-1,0,-1,27.5,4,111,2,skewed
720613,22,Mon,23,Jan,23,1319,14,ARM,critical,P2,8,285,NO,1,1,178,0,-1,14.0,10,112,2,isolated
720734,9,Tue,24,Jan,24,1319,7,ARM,critical,--,8,448,YES,1,0,46,1,-1,24.0,8,9,3,high
720816,13,Tue,24,Jan,24,20,5,x86,critical,--,2,106,NO,0,0,-1,0,-1,37.0,2,1,567,moderate
720991,5,Wed,25,Jan,25,159,3,All,critical,--,8,1097,NO,0,0,-1,0,-1,490.0,6,130,568,moderate
720998,5,Wed,25,Jan,25,1363,16,x86,normal,--,2,221,YES,1,0,2,0,-1,848.0,2,1,569,isolated
721086,9,Wed,25,Jan,25,884,5,ARM,critical,--,3,300,NO,0,0,-1,0,-1,1.0,4,131,570,moderate
721191,13,Wed,25,Jan,25,7,7,x86,critical,--,6,151,YES,1,0,12,0,-1,127.0,6,1,571,moderate
721328,2,Thu,26,Jan,26,1319,7,ARM,critical,--,7,103,YES,1,0,4,0,-1,1.0,2,8,572,skewed
721339,4,Thu,26,Jan,26,1319,7,ARM,critical,P1,2,66,YES,1,0,7009,0,-1,19.0,4,113,573,isolated
721342,4,Thu,26,Jan,26,1319,16,ARM,critical,P1,2,116,YES,1,0,7008,0,-1,47.0,4,114,574,moderate
721344,4,Thu,26,Jan,26,1319,11,ARM,critical,P1,7,400,NO,1,2,1629,0,-1,19.0,9,115,2,isolated
721346,4,Thu,26,Jan,26,1319,9,ARM,critical,P1,2,64,YES,1,0,7008,0,-1,18.0,4,116,575,high
721347,4,Thu,26,Jan,26,1319,13,ARM,critical,P1,2,57,NO,0,0,-1,0,-1,22.0,4,117,576,skewed
721349,4,Thu,26,Jan,26,1319,9,ARM,critical,P1,2,140,YES,1,0,7008,0,-1,129.0,4,118,577,isolated
721351,4,Thu,26,Jan,26,1319,3,ARM,critical,--,2,48,YES,1,0,12,0,-1,14.0,3,119,578,isolated
721390,7,Thu,26,Jan,26,1319,12,ARM,critical,P1,4,177,YES,1,0,7005,0,-1,62.0,6,120,579,moderate
721394,7,Thu,26,Jan,26,1319,8,ARM,critical,--,2,64,YES,1,0,203,0,-1,158.0,3,121,2,skewed
721654,0,Fri,27,Jan,27,884,3,ARM,critical,P1,8,355,NO,1,2,1951,0,-1,2059.0,9,132,6,high
721667,1,Fri,27,Jan,27,498,16,x86_64,critical,--,15,1478,YES,0,0,969,1,-1,23.5,13,133,5,isolated
721710,2,Fri,27,Jan,27,475,6,All,critical,--,11,1441,NO,0,0,-1,0,-1,232.0,11,134,4,high
722005,0,Sat,28,Jan,28,884,7,ARM,critical,--,0,177,NO,0,0,-1,0,-1,5.0,0,135,580,isolated
722083,13,Sat,28,Jan,28,7,7,x86,critical,--,6,140,NO,0,0,-1,0,-1,21.0,6,7,581,skewed
722770,10,Tue,31,Jan,31,1319,7,ARM,critical,P1,2,249,YES,1,0,1388,0,-1,282.0,3,122,582,isolated
722851,13,Tue,31,Jan,31,1319,12,ARM,critical,P1,3,82,YES,1,0,6879,0,-1,23.5,5,123,583,isolated
723110,7,Wed,1,Feb,32,498,6,x86_64,critical,--,7,244,NO,1,2,306,0,-1,407.0,9,2,1,isolated
723190,10,Wed,1,Feb,32,23,3,All,critical,--,15,782,NO,1,2,407,1,-1,207.0,17,136,3,isolated
723368,17,Wed,1,Feb,32,1319,5,ARM,critical,P1,2,86,NO,0,0,-1,0,-1,8.0,3,76,584,isolated
723445,2,Thu,2,Feb,33,111,5,All,critical,--,14,1783,NO,1,1,1737,1,63.63,162.5,14,137,13,moderate
723471,4,Thu,2,Feb,33,111,4,All,critical,--,5,479,NO,0,0,-1,0,-1,154.0,2,33,163,isolated
723473,5,Thu,2,Feb,33,31,7,All,critical,--,13,628,NO,1,2,154,0,6.34,92.0,12,138,5,isolated
723495,6,Thu,2,Feb,33,1319,9,ARM,critical,--,7,551,NO,1,1,146,0,-1,59.0,9,139,1,high
723499,6,Thu,2,Feb,33,1319,3,ARM,critical,P1,8,387,YES,1,0,600,0,-1,10.0,10,140,1,high
723520,7,Thu,2,Feb,33,31,5,All,critical,--,14,1867,NO,0,1,-1,0,-1,1537.0,15,141,8,isolated
723568,9,Thu,2,Feb,33,111,11,x86,critical,--,3,350,YES,1,0,68,0,-1,140.0,4,1,164,skewed
723659,11,Thu,2,Feb,33,23,2,x86_64,critical,--,8,219,NO,1,1,120,0,-1,1303.0,8,3,43,isolated
723870,2,Fri,3,Feb,34,1319,14,ARM,critical,--,13,186,YES,1,0,10,0,-1,58.0,5,9,585,isolated
723894,4,Fri,3,Feb,34,119,5,All,critical,--,6,307,NO,1,2,68,0,0.01,478.0,10,1,1,isolated
723899,5,Fri,3,Feb,34,1319,12,ARM,critical,P1,10,193,NO,1,1,6,0,-1,12.0,10,142,3,high
723949,8,Fri,3,Feb,34,53,5,x86_64,critical,--,3,349,NO,0,0,-1,0,-1,0.0,3,143,586,isolated
724215,23,Fri,3,Feb,34,1319,3,ARM,critical,P1,5,457,NO,1,3,105,0,-1,3.0,8,144,4,high
724235,4,Sat,4,Feb,35,23,3,All,critical,--,16,424,NO,0,0,-1,0,-1,112.0,11,34,587,high
724374,6,Sun,5,Feb,36,183,3,x86_64,critical,--,2,419,NO,0,0,-1,0,-1,270.0,3,1,588,moderate
724414,12,Sun,5,Feb,36,298,21,x86,critical,--,3,94,NO,1,0,671,0,-1,369.0,5,23,589,isolated
724425,14,Sun,5,Feb,36,1319,2,ARM,critical,--,2,55,YES,1,0,9,0,-1,1069.0,2,10,590,isolated
724652,12,Mon,6,Feb,37,1319,13,ARM,critical,P3,3,519,YES,1,0,73,0,-1,158.0,5,4,5,isolated
724784,22,Mon,6,Feb,37,111,10,x86,critical,--,4,131,YES,1,0,353,0,-1,147.5,2,69,165,isolated
724869,6,Tue,7,Feb,38,498,3,ARM,critical,--,7,665,NO,0,0,-1,0,-1,51.0,6,145,591,high
724953,8,Tue,7,Feb,38,1319,6,ARM,critical,--,15,289,YES,1,0,219,0,-1,31.0,6,10,592,skewed
725009,10,Tue,7,Feb,38,111,3,All,critical,--,2,360,NO,0,0,-1,0,-1,77.5,3,77,166,isolated
725081,13,Tue,7,Feb,38,1319,7,ARM,critical,P1,4,294,NO,0,0,-1,0,-1,2568.5,4,124,593,isolated
725117,15,Tue,7,Feb,38,119,7,x86_64,critical,--,11,1189,YES,1,0,20,0,-1,733.0,7,1,594,isolated
725167,16,Tue,7,Feb,38,1319,10,ARM,critical,P1,10,511,NO,1,1,1100,0,-1,10.0,13,5,4,high
725170,17,Tue,7,Feb,38,1417,15,ARM,critical,P1,10,494,NO,1,1,522,1,19.88,349.5,9,6,2,high
725172,17,Tue,7,Feb,38,1319,7,ARM,critical,P1,2,90,NO,0,0,-1,0,-1,432.0,4,7,595,skewed
725175,17,Tue,7,Feb,38,1319,8,ARM,critical,P1,2,89,NO,0,0,-1,0,-1,1028.0,4,8,596,isolated
725182,17,Tue,7,Feb,38,1319,5,ARM,critical,P1,2,129,NO,0,0,-1,0,-1,149.5,4,125,597,high
725295,6,Wed,8,Feb,39,1319,9,ARM,critical,P1,11,259,YES,1,0,1012,0,-1,249.5,5,1,598,skewed
725540,17,Wed,8,Feb,39,1319,12,ARM,critical,P1,5,588,NO,1,1,35,0,-1,73.5,8,10,1,isolated
725563,21,Wed,8,Feb,39,111,14,x86,critical,--,4,55,NO,0,0,-1,0,-1,40.0,5,1,167,isolated
725619,5,Thu,9,Feb,40,111,15,x86_64,critical,--,16,1037,YES,1,0,149,0,-1,260.5,16,1,168,moderate
725649,7,Thu,9,Feb,40,6,8,All,critical,--,2,263,NO,0,0,-1,0,-1,526.0,3,146,599,isolated
725715,10,Thu,9,Feb,40,498,5,ARM,critical,--,7,89,NO,0,0,-1,0,-1,65.0,4,126,5,high
725733,10,Thu,9,Feb,40,111,2,All,critical,--,13,825,NO,1,4,2056,0,-1,125.5,13,1,7,isolated
725865,16,Thu,9,Feb,40,1363,2,x86,critical,--,1,23,YES,1,0,12,0,-1,40.0,1,1,600,isolated
725963,5,Fri,10,Feb,41,23,2,x86,critical,--,0,80,NO,0,0,-1,0,-1,266.0,0,36,601,isolated
726028,8,Fri,10,Feb,41,475,5,All,critical,--,5,443,YES,1,0,5444,0,-1,450.0,5,1,602,high
726270,23,Fri,10,Feb,41,1319,3,ARM,critical,P1,5,215,NO,1,0,307,0,-1,102.0,5,147,2,moderate
726376,18,Sat,11,Feb,42,1420,6,All,critical,--,6,570,NO,1,2,2152,0,-1,4396.5,6,99,3,isolated
726379,18,Sat,11,Feb,42,1319,11,ARM,critical,P1,8,1110,NO,1,1,1630,0,-1,303.0,12,127,4,high
726383,19,Sat,11,Feb,42,1319,12,ARM,critical,P1,2,186,YES,1,0,6610,0,-1,271.0,4,128,603,isolated
726387,19,Sat,11,Feb,42,1319,15,ARM,critical,P1,2,166,YES,1,0,6610,0,-1,686.5,4,129,604,isolated
726393,20,Sat,11,Feb,42,1417,6,ARM,critical,P1,9,266,NO,1,1,780,0,29.82,34.0,11,130,3,isolated
726395,20,Sat,11,Feb,42,1319,18,ARM,critical,P1,4,218,YES,1,0,1622,1,-1,57.0,6,131,605,high
726552,2,Mon,13,Feb,44,1319,12,ARM,critical,P1,10,663,NO,0,0,-1,0,-1,146.0,6,11,606,skewed
726666,10,Mon,13,Feb,44,1319,10,ARM,critical,P1,2,144,NO,0,0,-1,0,-1,2.0,4,132,607,isolated
726685,10,Mon,13,Feb,44,1319,17,ARM,critical,P1,2,134,NO,0,0,-1,0,-1,97.0,4,133,608,skewed
726872,17,Mon,13,Feb,44,1319,5,All,critical,--,5,146,NO,1,0,159,0,-1,137.0,6,134,609,isolated
727140,10,Tue,14,Feb,45,1319,4,ARM,critical,--,18,619,NO,1,1,85,1,-1,23.0,11,12,6,isolated
727512,10,Wed,15,Feb,46,1319,19,ARM,critical,P1,3,208,NO,0,0,-1,0,-1,9749.0,4,98,610,isolated
727748,1,Thu,16,Feb,47,1319,14,ARM,critical,P5,7,229,NO,0,0,-1,0,-1,581.0,3,1,611,isolated
727759,2,Thu,16,Feb,47,23,5,ARM,critical,--,2,264,YES,1,0,1351,0,-1,137.0,3,148,612,isolated
727948,11,Thu,16,Feb,47,1319,11,ARM,critical,P2,9,322,YES,1,0,1138,0,-1,47.0,5,99,613,isolated
728030,14,Thu,16,Feb,47,23,6,All,critical,--,5,101,YES,1,0,4686,0,-1,156.0,3,100,614,isolated
728430,14,Fri,17,Feb,48,1363,8,x86_64,critical,--,5,461,YES,1,0,2846,0,-1,52.0,6,1,615,isolated
728687,7,Sun,19,Feb,50,111,4,x86_64,critical,--,4,118,NO,0,0,-1,0,-1,16.0,0,14,169,isolated
728707,10,Sun,19,Feb,50,13,3,All,critical,--,6,350,NO,1,1,112,0,1.82,4.0,7,149,3,isolated
728849,5,Mon,20,Feb,51,1319,6,ARM,critical,P1,2,226,NO,1,0,170,0,-1,114.5,4,150,616,isolated
729081,6,Tue,21,Feb,52,942,5,ARM,critical,--,7,55,NO,0,0,-1,0,-1,1042.0,1,2,617,isolated
729129,8,Tue,21,Feb,52,1319,15,ARM,critical,P1,2,88,NO,0,0,-1,0,-1,9.5,4,135,618,skewed
729177,10,Tue,21,Feb,52,111,6,All,critical,--,1,582,YES,1,0,3,0,-1,34.0,2,8,170,high
729219,11,Tue,21,Feb,52,1319,5,ARM,critical,P1,3,438,YES,1,1,3845,0,-1,45.5,6,136,4,isolated
729228,11,Tue,21,Feb,52,1417,11,ARM,critical,P1,2,129,NO,0,0,-1,0,-1,54.0,4,137,619,isolated
729230,12,Tue,21,Feb,52,1319,11,ARM,critical,P1,3,102,YES,1,0,2907,0,-1,117.0,5,138,620,high
729247,12,Tue,21,Feb,52,1319,5,ARM,critical,--,3,117,NO,1,1,22,0,-1,6.0,5,139,2,isolated
729251,12,Tue,21,Feb,52,1319,15,ARM,critical,P1,3,255,YES,0,0,6377,1,-1,62.0,5,140,621,high
729252,12,Tue,21,Feb,52,1319,8,ARM,critical,P1,6,348,NO,1,1,334,0,-1,113.0,7,141,4,isolated
729368,17,Tue,21,Feb,52,111,13,All,critical,--,5,140,YES,1,0,549,0,-1,411.0,2,15,171,high
729479,4,Wed,22,Feb,53,315,13,ARM,critical,--,0,346,NO,0,0,-1,0,-1,66.0,1,151,622,skewed
730066,12,Thu,23,Feb,54,498,6,All,critical,--,12,790,NO,1,1,1124,0,-1,56.0,11,1,9,isolated
730461,15,Fri,24,Feb,55,434,15,x86_64,critical,--,1,1093,NO,0,0,-1,0,-1,2.0,4,6,623,skewed
730688,9,Sun,26,Feb,57,1319,21,ARM,critical,P1,8,1259,YES,1,0,196,1,-1,25.0,9,152,5,high
730694,9,Sun,26,Feb,57,13,8,All,critical,--,10,812,NO,1,1,2108,0,-1,4.0,11,1,4,isolated
730697,9,Sun,26,Feb,57,111,8,All,critical,--,5,85,NO,1,1,47,0,1.11,125.5,3,16,2,isolated
730700,10,Sun,26,Feb,57,207,5,x86,critical,--,2,260,NO,0,0,-1,0,-1,494.0,3,1,624,isolated
730703,11,Sun,26,Feb,57,111,6,x86,critical,--,8,521,NO,1,0,114,0,-1,48.0,9,24,172,isolated
730874,10,Mon,27,Feb,58,1319,18,ARM,critical,--,5,360,NO,1,2,67,0,-1,39.0,6,142,3,isolated
