node,page_rank,betweenness,closeness,indegree,outdegree
,1.763,0.0,0.686,0,0
/Users/petitdino/Desktop/fennec_code/fennec17/ipc/chromium/src/base/worker_pool_win,1.763,0.0,2.769,0,5
/Users/petitdino/Desktop/fennec_code/fennec17/security/nss/lib/ckfw/dbm/db,2.566,470.253,2.77,5,18
unixlib,1.763,0.0,0.686,0,0
/Users/petitdino/Desktop/fennec_code/fennec17/security/nss/lib/certhigh/certvfypkixprint,1.763,0.0,2.769,0,2
nsIXULOverlayProvider,1.763,0.0,0.686,0,0
/Users/petitdino/Desktop/fennec_code/fennec17/tools/profiler/libunwind/src/src/x86/Gregs,3.261,4677.0,2.769,1,6
/Users/petitdino/Desktop/fennec_code/fennec17/xpcom/tests/component_no_aslr/TestComponent,1.763,0.0,2.769,0,2
/Users/petitdino/Desktop/fennec_code/fennec17/parser/html/nsHtml5ReleasableElementName,2.383,2.976,2.769,2,4
/Users/petitdino/Desktop/fennec_code/fennec17/mobile/android/components/build/nsShellService,2.435,4638.003,2.769,2,12
/Users/petitdino/Desktop/fennec_code/fennec17/tools/profiler/libunwind/src/src/dwarf/Lfind_proc_info-lsb,1.763,0.0,2.769,0,1
/Users/petitdino/Desktop/fennec_code/fennec17/layout/xul/base/src/nsXULTooltipListener,1.882,152.707,2.77,2,28
/Users/petitdino/Desktop/fennec_code/fennec17/parser/html/nsHtml5ByteReadable,3.31,0.95,2.77,11,1
G729Interface,1.763,0.0,0.686,0,0
/Users/petitdino/Desktop/fennec_code/fennec17/media/webrtc/trunk/src/modules/audio_coding/main/test/TestAllCodecs,1.982,54.001,2.77,2,15
/Users/petitdino/Desktop/fennec_code/fennec17/layout/style/nsRuleData,6.58,33198.171,2.77,44,11
/Users/petitdino/Desktop/fennec_code/fennec17/toolkit/xre/EventTracer,1.911,0.0,2.769,1,11
X11/extensions/Xrender,1.763,0.0,0.686,0,0
/Users/petitdino/Desktop/fennec_code/fennec17/security/nss/cmd/modutil/instsec,1.825,301.984,2.77,1,16
nsIHttpAuthenticator,1.763,0.0,0.686,0,0
