node,page_rank,betweenness,closeness,indegree,outdegree
,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/angle/samples/gles2_book/Common/esShader,5.16,17.67,3.137,9,6
/Users/petitdino/Desktop/fennec_code/fennec15/accessible/src/other/ARIAGridAccessibleWrap,2.905,0.0,3.137,2,1
/Users/petitdino/Desktop/fennec_code/fennec15/parser/expat/lib/expat_external,7.594,0.0,3.137,8,0
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/skia/src/animator/SkPostParts,3.166,2.427,3.137,4,11
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/harfbuzz/src/hb-graphite2,3.823,3762.954,3.137,2,29
/Users/petitdino/Desktop/fennec_code/fennec15/media/libopus/silk/stereo_quant_pred,2.812,1.0,3.136,1,7
/Users/petitdino/Desktop/fennec_code/fennec15/intl/uconv/ucvlatin/nsISO88597ToUnicode,2.997,0.034,3.137,2,7
mozilla/_ipdltest/PTestRPCRacesParent,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/docshell/base/nsDocShell,2.867,6683.417,3.138,4,116
surfaceflinger/Surface,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/skia/src/gpu/GrVertexBuffer,3.654,387.409,3.137,6,2
/Users/petitdino/Desktop/fennec_code/fennec15/ipc/chromium/src/chrome/common/render_messages_internal,4.557,41.293,3.137,1,8
/Users/petitdino/Desktop/fennec_code/fennec15/intl/uconv/ucvlatin/nsMacRomanianToUnicode,2.997,0.034,3.137,2,7
/Users/petitdino/Desktop/fennec_code/fennec15/toolkit/xre/ProfileReset,2.903,5.051,3.137,2,19
/Users/petitdino/Desktop/fennec_code/fennec15/media/libvpx/vp8/common/reconintra,4.474,7.588,3.137,9,6
/Users/petitdino/Desktop/fennec_code/fennec15/xpcom/tests/static-checker/TestStack,2.604,0.0,3.137,0,2
mozilla/_ipdltest/PTestSanityChild,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/cairo/libpixman/src/pixman-arm-common,3.082,0.167,3.137,2,6
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/skia/src/animator/SkDrawTransparentShader,3.299,111.426,3.137,3,6
/Users/petitdino/Desktop/fennec_code/fennec15/modules/libpref/public/Preferences,2.604,0.0,3.137,0,9
/Users/petitdino/Desktop/fennec_code/fennec15/toolkit/crashreporter/google-breakpad/src/client/mac/sender/crash_report_sender,2.604,0.0,0.786,0,1
/Users/petitdino/Desktop/fennec_code/fennec15/toolkit/crashreporter/google-breakpad/src/common/mac/testing/GTMSenTestCase,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/gfx/skia/src/svg/SkSVGRect,3.165,0.0,3.137,2,6
libgnomeui/gnome-icon-theme,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/intl/uconv/ucvlatin/nsUnicodeToISO88595,2.997,0.034,3.137,2,7
/Users/petitdino/Desktop/fennec_code/fennec15/security/nss/lib/softoken/legacydb/lgdb,3.797,5474.644,3.137,10,14
/Users/petitdino/Desktop/fennec_code/fennec15/xpcom/ds/nsExpirationTracker,3.998,8809.377,3.137,10,18
/Users/petitdino/Desktop/fennec_code/fennec15/other-licenses/7zstub/src/7zip/Bundles/SFXSetup-moz/Main,6.531,19104.888,3.137,9,25
/Users/petitdino/Desktop/fennec_code/fennec15/security/nss/lib/pkcs7/p7common,5.815,18488.596,3.138,26,25
/Users/petitdino/Desktop/fennec_code/fennec15/js/src/jsproxy,14.369,1111.885,3.137,32,36
/Users/petitdino/Desktop/fennec_code/fennec15/ipc/chromium/src/base/scoped_cftyperef,3.86,0.0,3.137,3,1
link,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/layout/base/nsAutoLayoutPhase,2.671,0.0,3.137,2,1
/Users/petitdino/Desktop/fennec_code/fennec15/extensions/auth/gssapi,2.812,0.0,3.137,1,1
nsIXTFElementWrapper,2.604,0.0,0.786,0,0
/Users/petitdino/Desktop/fennec_code/fennec15/xulrunner/examples/simple/components/src/SimpleTest,2.604,0.0,3.137,0,1
