node,page_rank,betweenness,closeness,indegree,outdegree
,1.997,0.0,0.629,0,0
chrome/browser/chrome_plugin_host,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/widget/gtk2/nsGtkIMModule,2.152,21.416,2.531,2,19
/Users/petitdino/Desktop/fennec_code/fennec18/dom/plugins/base/nsPluginsDirOS2,1.997,0.0,2.531,0,16
/Users/petitdino/Desktop/fennec_code/fennec18/media/libopus/silk/decode_parameters,2.115,84.7,2.531,1,13
/Users/petitdino/Desktop/fennec_code/fennec18/js/src/config/pathsub,2.656,429.15,2.531,2,6
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/cairo/cairo/src/cairo-output-stream,2.926,23.677,2.531,10,11
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/signaling/include/CC_Call,2.21,2.0,2.531,3,3
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/signaling/src/sipcc/cpr/include/cpr_threads,5.905,0.036,2.531,16,1
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/audio_processing/ns/windows_private,2.275,0.0,2.531,1,0
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/audio_coding/codecs/cng/cng_helpfuns,2.735,0.0,2.531,2,4
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/cairo/libpixman/src/pixman-compiler,16.898,50588.91,2.531,26,1
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/audio_processing/test/android/apmtest/jni/main,1.997,0.0,2.531,0,9
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/video_capture/main/source/device_info_impl,4.974,80.569,2.531,11,12
/Users/petitdino/Desktop/fennec_code/fennec18/media/libopus/celt/ecintrin,9.903,0.0,2.531,7,3
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/audio_coding/neteq/correlator,2.071,0.5,2.531,1,10
/Users/petitdino/Desktop/fennec_code/fennec18/toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/stack_frame,7.737,9497.309,2.531,23,3
/Users/petitdino/Desktop/fennec_code/fennec18/js/src/ion/IonCaches,2.957,6159.905,2.531,6,45
/Users/petitdino/Desktop/fennec_code/fennec18/memory/jemalloc/src/include/jemalloc/internal/ql,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/thebes/gfxHarfBuzzShaper,2.372,44336.024,2.531,6,41
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/voice_engine/test/auto_test/standard/hardware_before_streaming_test,1.997,0.0,2.531,0,3
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/video_coding/main/source/mock/fake_tick_time,2.751,44.754,2.531,6,1
nsISelectionController,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/content/svg/content/src/nsSVGStopElement,2.033,46.595,2.531,1,17
/Users/petitdino/Desktop/fennec_code/fennec18/intl/locale/src/windows/nsCollationWin,2.077,0.0,2.531,1,22
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/testing/gtest/test/gtest_uninitialized_test_,1.997,0.0,2.531,0,1
/Users/petitdino/Desktop/fennec_code/fennec18/dom/encoding/TextEncoder,1.997,0.0,2.531,0,23
nsIDocShellLoadInfo,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/tools/trace-malloc/tmstats,3.655,244.802,2.531,6,8
/Users/petitdino/Desktop/fennec_code/fennec18/media/mtransport/sigslot,3.79,0.0,2.531,16,0
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/skia/src/views/animated/SkWidgetViews,2.954,3132.644,2.531,8,40
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/skia/src/gpu/GrDrawTarget,4.8,42221.124,2.531,26,41
nsILocale,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/config/gcc_hidden,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/media/libvpx/vpx_scale/generic/vpxscale,2.398,12066.25,2.531,2,3
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/video_coding/codecs/test/videoprocessor_integrationtest,1.997,0.0,2.531,0,19
/Users/petitdino/Desktop/fennec_code/fennec18/nsprpub/pr/include/md/prosdep,18.18,0.0,2.531,1,1
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/video_engine/test/auto_test/primitives/framedrop_primitives,3.642,5220861.833,2.531,6,24
/Users/petitdino/Desktop/fennec_code/fennec18/js/src/jsclone,4.165,3499.934,2.531,7,26
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/cairo/cairo/src/cairo-botor-scan-converter,2.234,11523.516,2.531,2,23
/Users/petitdino/Desktop/fennec_code/fennec18/nsprpub/pr/include/prolock,2.422,628.517,2.531,2,3
/Users/petitdino/Desktop/fennec_code/fennec18/accessible/src/windows/ia2/ia2AccessibleTable,2.74,33.311,2.531,5,12
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/harfbuzz/src/hb-gobject-enums,1.997,0.0,2.531,0,2
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/harfbuzz/src/hb-old,1.997,0.0,2.531,0,15
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/skia/src/core/SkCubicClipper,2.235,0.0,2.531,1,8
/Users/petitdino/Desktop/fennec_code/fennec18/intl/uconv/ucvko/nsUnicodeToJohab,2.262,0.034,2.531,2,8
/Users/petitdino/Desktop/fennec_code/fennec18/content/base/public/nsContentPolicyUtils,3.832,4893.921,2.531,30,10
/Users/petitdino/Desktop/fennec_code/fennec18/xpcom/glue/nsStringAPI,679.71,2005113.311,2.532,1754,16
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/signaling/src/sipcc/core/includes/sessuri,3.327,0.0,2.531,3,0
/Users/petitdino/Desktop/fennec_code/fennec18/xpcom/base/nsWeakPtr,5.412,0.143,2.531,30,1
/Users/petitdino/Desktop/fennec_code/fennec18/tools/profiler/libunwind/src/src/ppc64/Gglobal,3.695,4749.0,2.531,1,8
/Users/petitdino/Desktop/fennec_code/fennec18/security/nss/lib/smime/cmspubkey,2.061,2.827,2.531,1,20
nsISSLStatus,1.997,0.0,0.629,0,0
mozilla/plugins/PPluginSurfaceChild,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/other-licenses/7zstub/src/7zip/Common/LockedStream,2.374,551.547,2.531,2,7
/Users/petitdino/Desktop/fennec_code/fennec18/widget/windows/nsAppShell,3.027,2865.162,2.531,8,15
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/src/nsPoint,44.448,862.926,2.531,209,2
/Users/petitdino/Desktop/fennec_code/fennec18/netwerk/base/public/netCore,3.688,0.0,2.531,17,1
mediaobj,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/xpfe/appshell/src/nsChromeTreeOwner,2.366,1953.836,2.531,3,17
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/cairo/cairo/src/cairo-surface,21.193,259713.577,2.531,66,43
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/skia/src/images/SkImageEncoder_Factory,2.364,105.0,2.531,2,2
/Users/petitdino/Desktop/fennec_code/fennec18/gfx/skia/include/effects/SkLightingImageFilter,2.071,0.062,2.531,1,10
/Users/petitdino/Desktop/fennec_code/fennec18/intl/uconv/ucvlatin/cp1258,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/layout/xul/base/src/nsSliderFrame,2.118,1208.352,2.531,3,51
/Users/petitdino/Desktop/fennec_code/fennec18/layout/forms/nsISelectControlFrame,2.144,0.403,2.531,5,2
/Users/petitdino/Desktop/fennec_code/fennec18/mozglue/linker/Elfxx,3.379,2.367,2.531,2,2
/Users/petitdino/Desktop/fennec_code/fennec18/nsprpub/pr/src/misc/prtrace,1.997,0.0,2.531,0,15
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/src/modules/audio_device/main/source/win/audio_device_core_win,1.997,0.0,2.53,0,1
/Users/petitdino/Desktop/fennec_code/fennec18/toolkit/xre/nsWindowsRestart,3.332,13218.64,2.531,3,3
/Users/petitdino/Desktop/fennec_code/fennec18/js/src/methodjit/Compiler,4.244,36881.539,2.531,11,56
/Users/petitdino/Desktop/fennec_code/fennec18/layout/style/nsRuleProcessorData,3.002,3466.684,2.531,13,16
/Users/petitdino/Desktop/fennec_code/fennec18/toolkit/crashreporter/google-breakpad/src/common/dwarf/bytereader_unittest,1.997,0.0,2.531,0,12
/Users/petitdino/Desktop/fennec_code/fennec18/media/webrtc/trunk/testing/gtest/test/gtest-test-part_test,2.139,1164.319,2.531,1,7
nsIAccessibleStates,1.997,0.0,0.629,0,0
/Users/petitdino/Desktop/fennec_code/fennec18/netwerk/srtp/src/crypto/test/datatypes_driver,1.997,0.0,2.531,0,2
