file,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
/Users/petitdino/Desktop/fennec_code/fennec14/netwerk/streamconv/converters/nsTXTToHTMLConv.h,142,5,1,1,1.86
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsCOMPtr.h,1583,1,96,1,0.41
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsTArray.h,1466,1,112,3,0.63
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/base/nsAutoPtr.h,1443,1,134,1,0.29
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/string/public/nsString.h,236,1,16,0,0.63
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsStringAPI.h,1473,1,178,1,0.35
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsISupportsImpl.h,1486,2,17,4,1.81
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/base/nscore.h,501,0,0,0,70.67
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsID.h,175,1,1,0,5.17
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/base/nsError.h,316,0,0,0,62.00
/Users/petitdino/Desktop/fennec_code/fennec14/xpcom/glue/nsISupportsUtils.h,187,3,2,1,4.76
/Users/petitdino/Desktop/fennec_code/fennec14/widget/qt/nsPrintOptionsQt.h,54,0,0,0,5.71
/Users/petitdino/Desktop/fennec_code/fennec14/widget/xpwidgets/nsPrintOptionsImpl.h,126,0,0,0,1.86
/Users/petitdino/Desktop/fennec_code/fennec14/gfx/skia/include/core/SkGraphics.h,87,1,2,0,2.24
/Users/petitdino/Desktop/fennec_code/fennec14/gfx/skia/include/core/SkTypes.h,568,1,35,4,0.94
/Users/petitdino/Desktop/fennec_code/fennec14/rdf/tests/dsds/nsRDFDataSourceDS.h,51,0,0,0,12.33
/Users/petitdino/Desktop/fennec_code/fennec14/intl/uconv/ucvlatin/nsUnicodeToCP1256.cpp,56,1,1,0,3.80
