bug,entropy,frequency,version_cnt,up_time
647424,0.2286857957841219,7581,24,438.0
82401,0.07414085557749277,2,2,155.5
770544,0.0,1,1,734.0
782384,0.11558103658117042,15,7,1399.0
759294,0.17345354303716792,26,2,169.0
527567,0.0,1,1,291.0
631894,0.1573215644288683,10,5,53.5
747006,0.010365676556583174,3099,14,103.0
590529,0.0,1,1,1463.0
433326,0.1573215644288683,10,5,53.5
760957,0.18672476907938546,456,9,61.5
760956,0.19419314408367916,176,11,33.5
760955,0.26607415219298935,896,3,30.0
631149,0.11751047586170901,12,6,332.0
715978,0.0,1,1,44.0
542263,0.0,8,6,549.0
759123,0.0,2,1,1.0
702244,0.09604664949982585,10,3,622.5
750272,0.1982204175952988,198,6,19.0
425499,0.23667873388307253,54,9,54.5
697643,0.11751047586170903,3,2,280.0
702248,0.07181069596131931,1624,15,51.0
765220,0.050448849208326825,1133,3,58.0
508247,0.1869779066598654,10,5,907.5
612554,0.11751047586170903,3,3,59.0
563343,0.0,2,1,528.5
755647,0.03876583998981501,7148,15,7.0
612550,0.17224636583557656,30,8,1.0
760394,0.18490831458230408,2175,20,1364.0
760396,0.25084218750072584,536,9,77.0
760392,0.2601564034634758,50334,18,927.0
730694,0.0,1,1,4.0
730697,0.19022436549545987,36,11,125.5
767878,0.1811316106435238,25,8,19.0
694831,0.24242592654470327,313,7,45.0
817965,0.22326059108081092,276,7,13.0
303821,0.0,1,1,264.0
744728,0.22857274057434177,7569,19,438.0
740847,0.17474442267164847,1194,3,134.5
740846,0.17474442267164847,1194,3,134.5
564279,0.0,1,1,28.0
612086,0.13663030850926236,94,6,5.0
801617,0.29590912851666135,428,10,82.0
73331,0.0,1,1,1721.0
777310,0.08766177699155836,74,2,324.5
776222,0.26088542954121885,1021,11,868.0
776223,0.1367481686132436,11704,16,232.0
641269,0.2286857957841219,7581,24,438.0
799830,0.23383327879175053,214,8,246.0
612089,0.16693771291337084,6,2,2.0
654903,0.2681997145788067,2167,21,411.0
545692,0.07414085557749277,2,1,498.5
726379,0.2844611508143726,1946,17,303.0
737437,0.2649498505583099,2872,14,680.0
736121,0.15698171113153286,42,1,4.0
736123,0.06969640467488053,13092,16,49.0
602225,0.18939473233534268,250,10,213.0
754600,0.0,1,1,978.0
736124,0.1799701163509584,125,1,3.0
749186,0.2469645971985273,73661,8,91.0
629918,0.23348036611622197,67,10,558.0
802040,0.08517559901363139,7,4,16.0
730874,0.18284972917295841,15,1,39.0
806215,0.11541186013173656,7,2,60.0
816765,0.2419908170100451,17,3,161.0
710922,0.25245224669524846,1467,9,62.0
664200,0.14249339331336974,5,3,296.0
481302,0.07414085557749277,2,1,498.5
349463,0.0,1,1,154.0
773765,0.17815968166950497,25468,17,35.0
795675,0.171232953951859,15459,16,5.0
670181,0.15094697064609736,118,10,2.0
801405,0.2528512529959074,17,1,383.0
766877,0.16062685689391756,76,6,428.0
742629,0.2719146742388005,304,11,229.0
514554,0.06014885425870377,4,1,98.0
773562,0.04931723348078906,234,9,67.0
789572,0.2663946490525525,23613,13,7.0
745250,0.2576072198559618,5757,10,219.0
821625,0.3629349105066608,94,1,312.0
668851,0.12041125357339774,408,10,506.0
686457,0.16995465558824072,1179,4,12.0
741718,0.20846623194208677,474,15,3.0
596245,0.16308673510474894,13,6,1638.0
95420,0.18672476907938546,456,9,61.5
596242,0.2286857957841219,7581,24,438.0
712171,0.250990395308046,193,9,270.0
659833,0.10818247498251635,6,5,29.0
756797,0.12994781036729924,9,6,114.0
780392,0.06808323881004719,3,3,136.0
646587,0.240945508176313,54,10,94.0
694603,0.05421575455379481,1512,14,153.0
658589,0.2584489118171601,30,3,44.5
275654,0.11751047586170903,3,2,511.0
604262,0.11751047586170903,3,2,3575.0
634936,0.0,2,1,0.0
586806,0.07414085557749277,2,2,119.5
436817,0.2712441868191325,874,21,158.5
791949,0.02040393576888762,403,9,415.5
716618,0.0,79,2,8.0
577155,0.25984962968086966,1510,20,34.0
509839,0.16475518466516176,11,4,167.0
752828,0.06689351784079407,109937,22,6.0
752829,0.1566806344822787,9,1,75.5
769943,0.0,1,1,156.0
752824,0.18992709515759384,25,6,174.0
785163,0.0,11,1,24.0
772782,0.22965793083020336,37,7,1547.0
134437,0.21301710817360267,13,9,704.0
757800,0.10383437128691946,27,2,200.5
724414,0.20386315464490415,43,8,369.0
773943,0.11121128336623914,4,2,3.0
626989,0.10421528270684464,8,3,440.5
431705,0.17214973554436686,10,5,153.0
523423,0.07414085557749277,2,1,498.5
619060,0.06808323881004719,3,3,1043.0
700596,0.14222409438753994,6,4,223.5
482783,0.258527111769683,31,9,104.0
331446,0.25944842214698355,158,10,207.0
433594,0.0,1,1,41.0
710136,0.1274524729514132,59,1,75.0
552960,0.06531191590515915,126,8,1018.0
725865,0.0,2,1,40.0
557107,0.07414085557749277,2,2,2575.5
735012,0.13444290711512344,28,8,251.5
721351,0.16283073173003149,140,3,14.0
343280,0.1545809036504554,12,6,53.5
384937,0.0,1,1,251.0
739074,0.22203068952983485,8435,7,367.0
758872,0.14794568905886446,14633,18,470.0
768833,0.1384679745821275,11,4,132.0
703402,0.07414085557749277,2,2,2145.5
758875,0.18266862362714353,328,12,66.5
695246,0.0,1,1,81.0
637396,0.0,1,1,3.0
775030,0.18087449531547412,665,8,178.5
752000,0.06617715821618762,4102,18,1347.0
456196,0.16577349264389757,7,4,392.0
653820,0.0,1,1,4.0
529087,0.15982092438996423,8,6,301.0
707613,0.23756197328102785,43,8,67.0
692735,0.13591547755233002,20,4,873.0
695029,0.0,1,1,238.0
707619,0.14962147597186298,23320,21,51.0
479567,0.07414085557749277,2,1,498.5
763702,0.2452622595342012,70625,7,91.0
604449,0.2715235228761882,650,15,400.5
782422,0.0,1,1,13.0
430800,0.0,1,1,1.0
819331,0.10818247498251636,6,2,18.0
819337,0.07414085557749277,2,1,474.5
720353,0.2503787590318519,8972,22,12.0
677400,0.2712441868191325,874,21,158.5
526976,0.053524366620378426,5,1,1.0
785370,0.1395965594913987,16,3,737.0
757739,0.17185485754904664,23,4,87.0
758617,0.2716890006117444,14,5,711.0
789396,0.1482817111549855,8,5,155.5
789397,0.0,1,1,270.0
774070,0.261306036685751,7556,7,801.0
76226,0.06531191590515915,126,8,1018.0
774072,0.2043361951275186,3578,4,84.0
574727,0.23348036611622197,67,10,558.0
695068,0.23564767326774408,338,7,44.0
803613,0.2466192066047106,19,1,64.0
588158,0.1989482304476989,33,8,108.0
734167,0.24582558727719916,323,11,256.0
778492,0.30176679389632627,7061,12,214.0
630137,0.1973092392774241,1805,19,245.0
781364,0.2528713784108849,407,9,103.0
681099,0.11121128336623914,4,2,1358.0
819481,0.11751047586170903,3,1,21.0
79371,0.0,1,1,24.0
606421,0.2715235228761882,650,15,400.5
819464,0.07414085557749277,2,1,474.5
774670,0.0,1,1,1207.0
359371,0.07414085557749277,2,2,589.5
795892,0.0,1,1,779.0
373533,0.07414085557749277,2,2,99.5
809277,0.08441558376502861,44,5,998.5
722851,0.0,6,1,23.5
777789,0.06808323881004719,3,2,29.0
694775,0.13289609350834727,6,3,118.5
706136,0.2201156051000497,25,4,503.0
378325,0.19747659729986372,11,6,307.0
603146,0.2698574218194002,239,13,16.0
87610,0.0,2,2,159.5
737088,0.06939693925776894,854,12,5.0
625753,0.05266960086155813,37,7,1.0
299419,0.0,1,1,662.0
713488,0.14828171115498553,4,3,90.0
740727,0.010626695542839987,3086,19,234.0
764051,0.10725339743061686,9,3,1527.0
702112,0.0,1,1,0.0
558955,0.06835253773587699,10,3,0.0
785596,0.27403013567796575,324,7,227.0
785597,0.24084032800723645,3127,15,7.0
791950,0.02931251841028569,1600,8,512.0
789885,0.12431471798652932,11,2,4.0
502678,0.12823209306875094,12,6,552.0
527555,0.2443824063686437,97,8,173.0
725081,0.0,28,6,2568.5
577677,0.20386315464490415,43,8,369.0
145147,0.0,1,1,1202.0
740329,0.2503754553960767,579,4,284.0
84832,0.1598209243899642,8,5,127.5
744286,0.08002690544366278,9322,25,292.5
697654,0.19689135217871057,16,9,73.5
779849,0.2638397451832528,1885,15,366.0
535914,0.11121128336623914,4,3,274.5
716218,0.05532350397050095,1465,14,158.0
780578,0.2623808202715074,450,13,342.0
705931,0.15760971203417817,12,8,401.0
589207,0.30228813287371925,93,2,123.0
593374,0.1573215644288683,10,5,53.5
613954,0.11121128336623914,4,4,1176.0
634256,0.2437426433433506,67,10,520.0
785626,0.10094867104084873,5181,8,335.0
570863,0.15599560140852975,21,4,85.0
785629,0.14249339331336974,5,3,114.5
245295,0.1488641664385853,16,7,224.5
642763,0.0,1,1,1.0
764394,0.0,1,1,24.0
764397,0.0,1,1,219.0
687554,0.24242592654470327,313,7,45.0
807976,0.22413055448108093,21,4,37.0
678181,0.18535213894373193,8,5,299.5
292033,0.07414085557749277,2,2,1303.0
610551,0.0,86065,30,21.0
773177,0.19722429580737388,17,1,4.0
757853,0.23811438276330868,118,9,226.0
782931,0.19339335184901335,16,6,414.0
782933,0.0,1,1,1189.0
366320,0.0,2,2,82.5
732359,0.21432591307839657,4572,5,282.0
647623,0.2286857957841219,7581,24,438.0
670267,0.0,1,1,10.0
592829,0.07414085557749277,2,2,300.5
763200,0.25486481862004484,80,4,253.0
635477,0.2286857957841219,7581,24,438.0
807606,0.2603403489178987,15542,10,2.0
372373,0.07414085557749277,2,2,221.0
441133,0.18695659423746694,7,4,110.0
500103,0.2222584009963285,61,5,723.0
500105,0.2130474735038502,493,10,996.0
709748,0.2522058538415082,40,7,237.5
667901,0.2165515492700811,59,8,2.0
749082,0.07658308493820155,208,3,5.0
665257,0.07414085557749277,2,2,119.5
301097,0.06808323881004719,3,3,113.0
716443,0.0,37849,21,15.0
440473,0.1179921584076002,18010,20,458.0
717807,0.13659496172530594,7,3,189.0
781676,0.16163707911314673,6484,4,234.0
514766,0.07414085557749277,2,1,259.0
250900,0.18888028617038674,26,5,37.5
619455,0.10222418786318949,7,4,1622.0
704847,0.0,1,1,1474.0
746938,0.20240547568997194,8060,11,2730.0
752901,0.0,1,1,1.0
611602,0.2683232323063746,1016,14,186.0
739488,0.16562264710854369,89,3,40.0
617297,0.2289245999783686,88,4,85.0
655561,0.2681997145788067,2167,21,411.0
741189,0.1602157233496762,10,5,104.0
811366,0.2510363312332858,33,4,2.0
587304,0.15982092438996423,8,4,87.5
781450,0.21634940259781874,31,8,495.0
805421,0.22233197583446923,32,3,97.0
761706,0.20258836630978225,2634,7,94.0
584651,0.06014885425870377,4,3,839.5
768006,0.06808323881004719,12,6,120.5
768000,0.24642186973872476,36674,21,248.0
701352,0.15777806331887528,7,3,3.0
790139,0.3246993404447747,2308,5,28.0
557070,0.10818247498251636,6,4,7.0
682616,0.15549796161314608,47,7,584.0
720100,0.13659496172530594,7,4,79.0
791958,0.34539166645686953,191,8,4.0
465832,0.1696182423726901,13,7,847.0
735349,0.0,5,2,1.0
775095,0.24696829865848274,1391,16,37.0
808378,0.05402750499610667,8318,13,127.0
692961,0.17680346143451975,538,6,10.0
736695,0.2345619306590864,39,8,418.0
808375,0.18517150581249328,3034,7,443.0
546615,0.19893703560399995,58,9,38.0
752830,0.21185934789756158,1753,16,4.0
773952,0.08165788138924629,95,2,29.0
734129,0.3144854391833918,32,10,785.5
583777,0.20658175390648434,81,8,127.0
703563,0.23251675873215985,82,9,124.0
654462,0.11751047586170903,3,2,924.0
307826,0.25944842214698355,158,10,207.0
615293,0.0,1,1,2837.0
395575,0.25944842214698355,158,10,207.0
779447,0.16895079515831513,39,7,31.0
432114,0.1573215644288683,10,5,53.5
691546,0.19213678617423638,56,6,125.0
721349,0.2005165314117948,17,3,129.0
721344,0.16477952889552666,116,3,19.0
721347,0.19496946588866068,605,14,22.0
721346,0.21337854492958494,178,3,18.0
804066,0.0,1,1,8.0
721342,0.23920579059153438,167,3,47.0
325730,0.0,1,1,8.0
785022,0.1945527794835801,24431,19,236.0
540187,0.07414085557749277,2,1,498.5
746517,0.24454361105764583,12398,14,89.0
703415,0.18106156713821736,90,6,515.0
772047,0.20712576840562477,7197,22,67.0
736859,0.1402790187309185,2326,20,42.0
736858,0.07414085557749277,2,1,8.0
779207,0.0,1,1,79.0
736855,0.23293609635667542,922,15,630.0
736857,0.07414085557749277,2,1,1.0
265899,0.16577349264389757,7,4,141.0
736850,0.17292470925147685,30,1,26.5
736853,0.0,3,1,1.0
736852,0.10725339743061686,9,7,316.0
707662,0.1598209243899642,8,4,40.0
360599,0.07414085557749277,2,2,155.5
636921,0.2204620795337493,15,5,79.0
803262,0.242140870054748,20,2,71.5
803267,0.07414085557749277,2,1,95.0
753834,0.22191909822405229,1875,8,21.0
789413,0.05161748530826101,5470,14,2.0
530567,0.0,1,1,291.0
786826,0.06419535042571242,11,3,139.0
760031,0.0,7,1,130.0
694818,0.0,2,1,417.0
743221,0.0,85577,27,21.0
620794,0.148375092487186,14678,22,470.0
228630,0.0,1,1,1.0
819329,0.512160628942902,2256,1,45.0
760039,0.22180384657851454,87,10,315.0
785366,0.1830254501698571,738,8,23.5
687908,0.05421575455379481,1512,14,153.0
677416,0.24589647939115203,39,10,462.0
620402,0.19924043150986925,19,4,38.0
631999,0.17446448389298694,24,8,386.5
620405,0.12974649726061233,8,5,219.5
788436,0.0,1,1,67.0
585921,0.0,5,1,133.0
106097,0.0,1,1,20.0
713569,0.11331043248772592,294,3,39.5
700594,0.255097306067316,186,13,321.5
751479,0.23530787233067482,32,3,28.0
692149,0.23443290946844741,32779,17,21.0
798420,0.0,38881,22,15.0
738198,0.154869693526415,2328,8,346.0
738199,0.006246829387474241,1405,14,3.0
769263,0.4449438315899997,108,7,7.0
580151,0.1395078454202194,55,7,157.0
789251,0.0,64455,25,19.0
736526,0.2026308023096753,836,6,7.0
751879,0.2202113543766923,24,4,162.5
108098,0.14249339331336974,5,4,1.0
544446,0.07414085557749277,2,1,498.5
751058,0.2900278908949431,294,9,67.0
613838,0.09629376812287582,8,4,89.5
778175,0.2876270845257956,46710,18,6.0
819477,0.11751047586170903,3,1,51.5
341595,0.0,1,1,2.0
815141,0.2726229864993901,188,4,313.0
717663,0.2574505738546456,676,15,65.5
770364,0.1598209243899642,8,5,573.0
776082,0.09869301538927441,403,16,16.0
729368,0.26883713483773164,2218,19,411.0
612402,0.07414085557749277,2,2,6996.5
589329,0.1888253851584653,21,7,94.0
351328,0.13594509382849027,18,7,122.0
748701,0.10524711851651816,13,1,143.0
343510,0.07414085557749277,2,2,350.0
354924,0.17723535850650493,26,8,74.5
642805,0.15240886154539354,352,11,4.0
740731,0.2065641002866609,470,5,355.0
537033,0.19620927724784837,10,5,247.0
740732,0.2584189708559709,643,16,140.0
712564,0.16909036658715812,202,3,18.0
763912,0.03289122576812015,47,1,7.0
700990,0.0,1,1,2.0
798779,0.16026901921476994,78,4,8.0
722083,0.0,85935,30,21.0
625783,0.10818247498251635,6,4,381.0
373344,0.18695659423746694,7,5,180.0
616400,0.0,8,6,549.0
551326,0.11121128336623914,4,4,64.0
776331,0.16040450165484602,10308,9,375.0
704698,0.09279685733587809,6,4,158.0
776334,0.13460873070298568,32283,8,350.5
776336,0.07414085557749277,2,2,9.0
711853,0.18832651625226285,168,3,64.0
779832,0.0,1,1,1485.0
524709,0.23627400640838886,655,17,4.0
761041,0.1422956108059068,30050,18,891.0
759109,0.24890733417098834,82703,18,270.0
732901,0.29139272063659605,31932,27,10.0
779835,0.0,1,1,32.0
647500,0.09629376812287584,8,4,74.5
524706,0.11751047586170903,3,3,55.0
524707,0.1589210003352299,26,5,1.5
334515,0.271556063647802,649,15,403.0
713583,0.05421575455379481,1512,14,153.0
713580,0.05421575455379481,1512,14,153.0
544610,0.18475991592060426,38,4,2.0
713588,0.09086845588668345,1853,7,197.0
713589,0.1503440240994717,356,14,303.0
699867,0.07414085557749277,2,2,849.5
133009,0.0,1,1,226.0
634248,0.1678407490159032,14,6,39.5
100216,0.0,1,1,3137.0
466659,0.0,2,1,528.5
817946,0.20469288138157335,437,9,2.0
711988,0.11843665992180723,64,2,111.0
784360,0.2737419278134596,3761,18,4.0
780889,0.24265588431041568,1141,11,307.0
672789,0.20616673489706983,64,7,168.5
737452,0.2649498505583099,2872,14,680.0
672787,0.19282374927657076,405,12,296.0
808027,0.07414085557749277,4,1,190.0
754377,0.0,6,1,82.0
575800,0.09629376812287582,8,4,89.5
309120,0.205946749404726,17,7,226.0
808029,0.3166626454594301,78,4,136.0
253625,0.25890255897457587,28,8,108.5
683026,0.0,5,4,230.0
348062,0.10741643080671429,7,1,659.0
150464,0.07414085557749277,2,2,666.5
348887,0.07414085557749277,2,2,155.5
771812,0.16896890329045902,34,10,0.0
772306,0.17560615862467394,26,7,462.0
766413,0.0,1,1,773.0
549119,0.2528457536808887,113,13,101.0
763175,0.2121332094448941,23245,5,381.0
673543,0.07414085557749277,2,1,31429.0
628715,0.2760319057827146,25,3,9.0
586004,0.06808323881004719,3,3,86.0
765615,0.0,1,1,32.0
505188,0.14249339331336974,5,3,110.0
762562,0.22525762541561004,472,13,3.0
761998,0.2608421059739646,10182,21,217.0
742602,0.19689135217871057,16,5,300.5
536074,0.053524366620378426,5,5,144.0
608998,0.1497017651648941,17,6,541.0
618118,0.23114444325709554,232,12,95.0
422118,0.16909954812853575,23,6,7.0
709832,0.05421575455379481,1512,14,153.0
731296,0.16204611276038305,121,4,16.0
731293,0.260095712960999,4334,10,218.0
812873,0.17403332169014957,31,2,78.0
749543,0.21941248625315568,2017,8,21.0
767713,0.1795433238197192,20880,12,4.0
345139,0.18719917080246742,457,9,62.0
654073,0.22294101263047597,81,11,102.0
707095,0.0,1,1,3.0
801516,0.23402590087604616,579,5,958.0
707097,0.2092389850091469,17,6,1725.0
745243,0.21327750246209623,25293,5,346.0
404209,0.18672476907938546,456,9,61.5
654094,0.1181257543642252,281,12,9.0
679379,0.08548136043212495,2750,11,673.5
742399,0.1608800961459253,18,1,231.0
797302,0.21095675285940788,11,2,31.0
609793,0.16014839227260314,384,8,1365.5
805296,0.19165133143920177,12,3,106.0
791437,0.24942879284752564,223,10,398.0
810659,0.0,1,1,555.0
675260,0.21811878659641198,25672,14,308.0
819327,0.07414085557749277,2,1,6.0
736666,0.0,343,8,2.0
589469,0.20202563530558773,25,6,231.0
700191,0.14828171115498553,4,3,1331.5
700193,0.0,1,1,119.0
700197,0.18342655073495617,372,7,339.5
757051,0.08564175774277283,200,5,977.0
768726,0.21933419712378807,23,4,149.0
254161,0.08636661488472394,782,10,3578.0
604994,0.053524366620378426,5,4,3.0
615993,0.2286857957841219,7581,24,438.0
679202,0.2036921271652919,61,8,252.0
608378,0.20044420138226154,22,9,161.0
752240,0.19337221930829332,35,8,73.0
520650,0.2712441868191325,874,21,158.5
219006,0.07414085557749277,2,2,300.5
670842,0.0,1,1,200.0
59686,0.16421822075258757,60,2,206.5
771027,0.0,1,1,2.0
682573,0.26151464070846603,1514,21,34.0
611473,0.13663030850926236,94,6,5.0
767298,0.19620514981526704,604,4,6.0
746076,0.2202113543766923,24,4,162.5
636482,0.2315241137146175,59,6,30.0
812895,0.17214973554436686,5,2,2.0
758898,0.11382721723123312,286,8,263.5
596825,0.0,1,1,16.0
596826,0.0,1,1,32.0
719442,0.0,2,2,28455.0
772059,0.17576142720901197,1779,8,1588.0
751682,0.21599546697712324,213,11,255.0
721086,0.22884672616299606,169,5,1.0
769671,0.05537068936970592,1103,5,365.0
665420,0.12168163398843884,188,11,1.0
585598,0.10164345002734144,5,4,90.0
363813,0.2331008880417226,35,8,313.0
677425,0.21704257185351677,214,12,255.5
691281,0.16693771291337084,6,5,212.0
781337,0.24027150892985066,230,4,136.5
786454,0.22002276734000162,2082,10,1.0
675490,0.07414085557749277,2,2,119.5
775271,0.11972377312357894,12124,15,44.0
610227,0.23667873388307253,54,9,54.5
628794,0.08517559901363139,7,2,105.0
757303,0.0,15,1,2093.0
788427,0.0,1,1,226.0
774306,0.18530258081566847,377,5,5.0
774304,0.2560905587428544,1291,10,125.0
728687,0.13963984399345228,31,7,16.0
771774,0.2637078406749836,56618,15,8.0
811653,0.5192660103391962,286,10,42.0
811654,0.07868406815307696,8,1,11.0
818808,0.0,1,1,1.0
746813,0.17214973554436686,5,4,582.0
777652,0.07414085557749277,2,1,503.0
502505,0.12823209306875094,12,6,552.0
738188,0.026978507750886283,456,10,5.0
604734,0.14828171115498553,4,2,28.0
758588,0.23547769813845265,357,14,400.0
729177,0.25563351058057776,1478,17,34.0
610826,0.16224249614709976,95,9,234.0
594702,0.0,1,1,22.0
726685,0.14482690276280288,6600,24,97.0
618832,0.1855937146717562,9,7,722.0
713372,0.10818247498251635,6,1,20.0
507114,0.15111090260078125,13,7,110.0
507119,0.1853521389437319,8,3,1021.5
746926,0.24019028932553357,900,10,2086.0
519752,0.07414085557749277,2,1,920.5
557892,0.10818247498251635,6,4,381.0
135498,0.0,1,1,82.0
430593,0.0,8,6,549.0
746928,0.0,14,4,604.0
705641,0.28465756924793584,551,16,119.0
620122,0.07414085557749277,2,1,69.5
782223,0.0544481836182322,13349,18,655.0
751262,0.06632791469917301,4128,18,1358.0
759676,0.1612725230158765,1088,12,187.5
759674,0.170817007679998,1537,14,165.0
759675,0.17633330370004585,1472,8,164.0
311661,0.0,1,1,2787.0
823738,0.06516192287400886,213,6,32.0
816979,0.0,1,1,572.0
729081,0.0,1,1,1042.0
767910,0.26807758747140875,2152,17,413.0
740602,0.11283705108237263,5,1,901.0
760398,0.20685491084616228,5144,10,31.0
763907,0.23136544869630019,81515,24,794.0
704683,0.13129979225833854,10,3,378.5
777505,0.1783561382843374,16,2,365.5
664484,0.0,5,4,1.0
524710,0.14745325337696022,445,9,6.0
308086,0.0,1,1,476.0
716232,0.26761738075372504,2466,21,404.0
598565,0.1937850728600543,979,4,120.0
779826,0.07656336354398739,197,1,13.0
608963,0.1598209243899642,8,4,206.5
641724,0.25944842214698355,158,10,207.0
598568,0.047325479153756116,62,9,36.5
702897,0.1989482304476989,33,8,108.0
729228,0.19450976840169382,13,3,54.0
750225,0.0,3,1,47.0
231776,0.23439368322874224,34,8,278.0
713594,0.15149150312662307,135,4,303.0
713593,0.23146242000636108,10,5,134.0
713592,0.19282374927657076,405,12,296.0
665777,0.0,1,1,1002.0
665776,0.0,1,1,47.0
758415,0.18464300184705348,77,10,257.0
665770,0.0,1,1,630.0
783196,0.28138297750207353,24616,13,4.0
767826,0.1728345265084207,21,6,400.0
747722,0.07414085557749277,2,2,455.5
747721,0.20945828166240923,2342,18,937.0
723495,0.24671835316021146,6349,23,59.0
55537,0.0,1,1,13.0
645284,0.06808323881004719,3,3,418.0
425603,0.11372304163528783,171,10,7.0
632000,0.12974649726061233,8,4,862.0
723499,0.2915670932898197,32021,29,10.0
723949,0.0,1,1,0.0
616508,0.16224249614709976,95,9,234.0
616506,0.2496376367355893,76,12,506.0
765194,0.07525473997218053,1514,12,804.0
702361,0.2736615756218111,47,12,345.0
737442,0.22981059049305602,52,8,615.0
737447,0.131493860671368,25,7,101.0
776329,0.12696127362210535,22269,9,339.0
763167,0.23095397852404922,228,2,101.0
763166,0.278796343833214,11107,10,5.0
617637,0.07414085557749277,2,2,119.5
691847,0.0,1,1,379.0
817840,0.09279685733587809,6,1,175.0
741166,0.21561846372252755,25717,5,329.0
795646,0.1975481450342516,14,1,48.5
716426,0.06808323881004719,3,2,848.0
737509,0.18535162357776866,2513,13,170.0
799977,0.4950376608692481,336,1,6.0
320489,0.26498941355022587,79,10,411.0
749544,0.1252386800822305,143,4,4.0
724869,0.24497399197177228,344,9,51.0
467080,0.21325380439404584,104,10,198.0
761987,0.25475523300475056,39274,22,450.0
633845,0.25286360143270326,92,12,659.5
736003,0.1465884592554943,111,1,16.0
555319,0.24436131588128296,101,11,361.0
736007,0.09253850712172013,37,3,274.0
736005,0.23159867657248825,143,5,7.0
800838,0.29543719091158416,22910,14,395.5
635295,0.2286857957841219,7581,24,438.0
292549,0.22627805766143494,159,9,2.0
764754,0.16724894027429313,32,5,62.5
81905,0.0,1,1,226.0
510996,0.12205910320682381,29,8,226.0
519926,0.07414085557749277,2,2,867.5
70543,0.23443290946844741,32779,17,21.0
774206,0.1853521389437319,8,1,53.0
633450,0.176677687852948,29,4,15.0
731288,0.19222835619292986,4118,8,243.0
749572,0.005805853063816624,6215,21,523.0
731286,0.1737955470193842,22409,29,284.0
812867,0.24527803015451025,18,3,356.0
579275,0.17723535850650493,26,8,74.5
736714,0.19887250240297627,3155,8,6.0
745443,0.2163303215537654,4404,6,291.0
348981,0.07414085557749277,2,2,350.0
693363,0.23443290946844741,32779,17,21.0
742700,0.23367706353301748,26,1,29.5
345659,0.07198710779634435,5,2,532.0
53219,0.0,1,1,1721.0
586853,0.23627400640838886,655,17,4.0
609565,0.14538755223417765,10,5,563.5
809150,0.19721640577290592,63,5,2.0
780454,0.20124993566608493,17772,20,383.0
682637,0.0,1,1,877.0
343345,0.12823209306875094,12,6,552.0
801701,0.11751047586170903,3,1,531.0
645120,0.0,1,1,10.0
783983,0.1623128065361632,13338,10,1247.0
780694,0.26698587174438493,135,9,224.0
646557,0.0,1,1,377.0
704232,0.06645831505144016,123,10,288.0
616861,0.24847761645251212,252,10,296.0
692980,0.11751047586170903,3,3,126.0
765407,0.2522345239182481,4927,9,219.0
615989,0.23114444325709554,232,12,95.0
457521,0.0,1,1,63734.0
674007,0.07414085557749277,2,2,1020.0
765409,0.18634040217133313,455,8,61.0
719872,0.18395520880585456,1233,1,77.0
768446,0.21933419712378807,23,4,149.0
344749,0.243983638039787,38,6,226.5
787155,0.28125036145245946,695,11,224.0
626361,0.19485795644449452,20,2,184.5
752257,0.0,5,1,213.0
768449,0.11164695398431967,13,5,3108.0
724784,0.20339468416868833,58,3,147.5
778179,0.1821746885280588,27,6,237.0
738977,0.17909169007633366,1309,3,135.0
820296,0.07414085557749277,2,1,48889.0
780129,0.1482817111549855,8,4,300.0
706442,0.07414085557749277,2,2,545.0
785001,0.150512403731164,19,4,224.0
785002,0.0,1,1,16.0
727512,0.0,2,1,9749.0
567232,0.11283705108237263,5,4,153.0
429442,0.07868406815307696,8,4,29.0
416734,0.1691179689878689,9,6,238.0
723471,0.10164345002734144,5,4,154.0
812881,0.03057511700911083,11689,5,753.0
752324,0.2222584009963285,61,5,723.0
752327,0.0,1,1,4327.0
743724,0.0,68,2,24.0
753251,0.07414085557749277,2,2,900.5
798937,0.07414085557749277,2,2,1942.0
718904,0.1854104289639985,197,5,32.0
759680,0.20157856902633892,1155,11,158.5
822036,0.13659496172530594,7,3,6.0
735112,0.27440554936013845,4300,23,4.0
608219,0.17735584182981257,18,6,70.0
735114,0.18705865879026004,41,2,360.0
785340,0.18929722153284936,91,3,135.0
647044,0.21572574402195185,23,8,222.0
608217,0.21063410456026832,1125,19,124.0
757803,0.22872175922794813,12,2,517.0
760058,0.07414085557749277,2,1,1801.0
529478,0.0,2,2,12.0
820855,0.5120381153006004,2253,1,45.0
756796,0.11121128336623914,4,3,114.0
198267,0.0,1,1,53.0
779312,0.23063804774062438,225,9,94.0
384871,0.06808323881004719,3,3,860.0
756798,0.2020755914338496,79,11,342.0
756799,0.19620927724784837,10,4,120.5
752495,0.10710548985345725,31,5,333.0
758648,0.1102043046468987,41,2,60.0
288763,0.07198710779634435,5,2,532.0
790922,0.06804036710176306,6604,16,219.0
749606,0.21725112827547174,1137,17,139.0
798446,0.2513300073693956,525,4,1.0
398253,0.0,1,1,121.0
517615,0.2508360132542517,3763,18,20.0
764116,0.06808323881004719,12,6,120.5
747629,0.15913426330262412,506,9,76.0
735600,0.1547747183842751,22,7,26.5
787888,0.03258468263409115,11,5,208.0
813910,0.0,1,1,1118.0
699040,0.24095509398471232,166,10,170.0
751078,0.06808323881004719,12,6,120.5
774205,0.24346128987266638,2601,9,175.0
