version,bugs
14.0.1,704683 704684 704686 640934 784672 505742 738935 774622 780578 598565 795826 750220 598568 702897 729228 231776 713592 524710 758415 595572 783196 767826 747721 723495 645284 581992 632000 723499 616508 616506 616117 765194 467499 715598 702361 737442 737447 821224 635519 705941 624426 763166 696386 592214 205735 751879 703002 754095 737509 320489 641724 761987 704703 633845 653789 641224 736666 799877 729129 795821 800838 635295 633927 292549 676571 760405 763297 70543 609244 97444 102936 719113 749572 731286 749578 579275 736714 146308 745443 802798 787584 693363 787017 754807 809674 765678 345659 586853 609565 199541 689929 769951 780454 786986 343345 780596 767741 795104 780694 644542 704232 391132 616861 605290 765407 615989 743938 765409 768446 663329 768449 724784 622510 687991 333050 408518 749461 265736 752325 752324 179524 736972 768364 673835 759680 774361 822036 788480 619021 735112 608219 743119 608217 644796 425603 701396 701399 789572 709479 756796 756797 779312 756655 218556 756798 724414 756652 571976 758648 640473 288763 775982 775981 790922 306319 378325 517615 725733 599488 735600 749687 699040 613950 660538 595740 595743 738633 746939 746938 738638 537150 355594 737058 762909 642801 713511 734129 792698 750783 50006 759706 710559 305995 606346 361389 730461 711852 110395 730700 762750 673028 729230 779817 635606 614776 726552 763805 681122 750154 753834 580967 684922 616518 702473 755677 706306 734167 759177 536960 748499 354766 741306 763112 596988 744772 761963 633450 633453 476653 315304 332971 436232 758259 484177 787155 715815 726028 349507 745174 759304 117088 759301 761081 327695 759109 650399 488421 422178 725649 281098 610601 664159 579261 767580 377783 780611 745453 754037 702651 339165 754039 765482 754811 781820 739858 745512 700205 646952 773630 152755 199550 665953 700493 513224 816654 567707 775674 709712 730890 622277 564206 694009 795728 387460 752387 656494 663447 626052 687768 610119 613716 634867 243174 671281 661658 737949 467080 708248 808115 769893 752164 543764 313086 794952 673925 756140 430814 749606 710160 705270 583555 718145 746085 555319 724235 759786 495875 782501 370403 148889 561577 658757 608128 283140 694992 746794 614286 787893 561277 750942 607053 643669 607057 778445 591513 620280 749917 746727 762693 696175 731813 725117 789914 756119 648837 639168 452157 775921 702150 584303 760357 615762 381010 393770 734796 753295 747447 580504 650839 751830 747839 667398 282707 751839 642805 625087 750200 750201 750202 551705 778175 628236 524671 764591 760407 370789 706140 720480 783271 681135 366956 763813 747746 687367 768629 702307 431705 626994 661158 749177 679905 738940 738943 738942 761004 639343 527882 614713 784751 785808 791533 776088 780831 776082 551077 148245 709968 641249 655940 623168 726395 684863 85228 623161 786312 486269 657587 623185 671271 223144 320593 484499 775444 597535 602797 819990 587806 702487 702481 781834 602157 579558 348981 745837 743593 726872 773964 485941 724953 781645 794371 655919 610709 649005 683664 668438 742426 739402 665817 790180 585314 672080 608021 519616 346090 752379 769564 596863 758855 758854 437142 667421 53670 656646 613728 737953 737952 567606 780549 737957 736421 736422 636749 757795 752309 734719 695505 657962 761485 601543 756686 591591 781265 786815 519726 619043 752286 752287 739150 739152 676023 427718 717658 291902 695261 775446 698349 775442 737928 756059 540133 795900 756198 765952 760118 734718 561566 752457 315286 777244 245295 746730 711794 777907 747602 136746 778459 787700 713209 169951 416461 738653 238322 738306 751507 751139 573433 394980 507495 751131 775931 334080 344557 775193 738369 374468 338129 774089 812402 496867 789735 750198 750217 503679 737388 684308 750197 406524 738279 88333 751343 679986 552697 612536 672438 646281 788112 672436 536074 608998 595975 763864 647424 712171 154692 750069 400185 436817 577155 792825 757801 696336 735032 358173 612383 762700 786257 612547 803536 639337 625351 777282 777281 428263 813619 780828 87223 780129 424770 570715 741504 733333 660850 715097 715657 704678 684872 612096 693010 766865 50182 741218 732059 716232 734815 782566 766039 687002 766522 568487 749580 756991 722083 490164 531186 778935 760957 309120 589093 602809 622985 633803 674584 623854 494107 618531 767713 787637 745245 683653 752845 604818 287504 757366 575010 523405 798858 589787 485003 752368 407792 623920 781571 772615 685548 514819 700174 574339 802827 763265 363696 770952 718541 818345 720086 295666 568460 346405 772014 744986 647014 472776 757748 768397 723471 763404 763405 781279 720234 404209 718284 756768 758863 754656 699776 502832 756186 746697 761024 511835 182803 700835 752428 752426 805749 776578 785385 785389 606957 725295 687929 487317 566815 709438 725172 725170 394014 771544 818839 782575 394970 733813 472450 770125 717497 731881 591547 339315 520541 817965 704804 783228 350370 368740 705996 344300 588205 603079 634236 733712 748721 468630 782384 747006 590529 429080 733138 634542 760956 631149 542263 628105 628102 750272 383305 425499 750278 787338 787330 612554 755647 612550 787336 760394 760396 760392 730697 760398 436241 744728 763121 515922 612086 135345 714639 647044 776222 776223 641269 431260 526483 759338 81273 726379 736123 602225 748212 603490 755638 615450 654903 763014 482849 761929 808324 740837 700574 664200 753679 773604 310267 795675 383129 750215 670181 766877 742629 785868 773562 781816 705669 322759 700499 745250 668851 670603 735977 95420 596242 762316 757007 654196 595834 780392 407749 646587 811216 619744 721328 679251 604262 700594 560277 813118 509839 629918 752828 736830 695875 613472 134437 582242 543350 568510 679412 757805 482783 621570 793126 331446 749635 552960 787937 731167 735012 343280 700583 700580 739074 758872 768833 758875 752000 456196 769754 529087 707613 725619 692735 707619 721654 541868 541869 747296 728430 604449 552248 789033 720353 677400 798244 682573 758617 435756 76226 662628 725167 574727 549119 746076 760267 588158 782096 778492 782094 747629 630137 657887 770096 749816 520554 446181 373533 758964 629351 751162 737128 706136 706138 603146 672123 737088 625753 770381 747799 740727 558955 809277 773765 502678 92215 541889 577677 510996 606421 751682 400244 706343 84832 720991 744286 697654 666751 551746 535914 624573 665059 758572 705931 306787 761133 634256 735190 497573 338288 744053 760811 683317 610551 757853 366320 732359 647623 579647 733101 635477 603938 753667 500103 500105 376193 309298 667901 762494 500538 301097 716443 440473 759294 759296 367755 193750 564279 801617 671231 591983 237760 269568 735869 617297 772652 335896 581785 682916 762197 371135 596958 781450 584651 768000 694775 682598 741718 790139 658292 759438 700112 465832 682597 808378 736695 643840 763200 546615 752830 709748 583777 703563 655561 655562 699789 307826 615293 775095 395575 779447 700605 706501 721347 743221 701224 731174 591330 408535 785022 779849 700592 373919 746517 781199 703415 772047 795234 736859 752229 736855 715831 265899 736852 726666 636921 709252 595837 750051 619004 789413 702998 763673 620794 672077 760039 744837 751262 59686 620402 631999 142310 758588 662634 756253 692149 798420 705423 738198 738199 676368 720509 580151 624111 789251 736815 108098 711751 751058 613838 725715 770041 717663 778179 729368 612402 589329 351328 609895 354924 740040 537033 740732 746946 750373 750626 755570 373344 616400 551326 704698 776334 784643 524709 761041 732902 732901 736522 524707 334515 457223 544610 713589 590586 343850 817946 579740 765680 784360 780889 615475 672789 672787 623047 493249 311161 575800 765786 706283 253625 683026 617718 592208 771812 772306 665218 748301 723445 762562 715057 662936 674587 761998 209598 742602 413842 773097 307444 678637 736526 619585 400180 618118 729251 717882 422118 650446 731293 749543 345139 654073 707097 652414 754013 679656 707098 674568 654094 679379 604368 767192 609793 791437 172754 718187 675260 679386 719741 733793 589469 701501 700197 703656 768726 254161 615993 694325 679202 608378 752240 548451 520650 689357 766816 677416 782223 734921 738331 591658 756735 591304 591657 611473 767298 715829 596128 715907 384037 719442 797275 699683 752414 769671 665420 721191 363813 677425 759675 666039 677388 677386 698813 782027 610227 752098 487619 575013 751967 774306 607723 728687 771774 746813 502505 756068 738188 604734 725963 729177 610826 750965 731905 706774 726685 543665 507114 457898 507119 711568 495555 746926 681118 464389 739944 430593 540944 681114 671276 546565 674622 368670 674624 716843 738622 738623 119693 759676 759674 740332 311661 503384 180187 351236 767910 667025 611602 763907
16.0.2,704683 524712 664484 704686 640934 505742 716232 774622 745818 623638 795829 608963 795826 641724 598568 795821 704684 231776 713593 787584 524710 758415 595572 783196 767826 747721 723495 645284 581992 723499 616508 616506 631453 616117 765194 467499 715598 702361 737442 759162 737447 635519 705941 776329 501960 592214 741166 205735 769754 703002 754095 737509 799856 687768 724869 752287 467080 761987 704703 633845 555319 641224 799877 142542 817386 635295 633927 292549 764754 669787 536617 510996 760407 760406 97444 809784 732388 719113 749572 655940 749578 579275 146308 476653 802798 803022 754807 809674 765678 541869 586853 609565 689929 809150 780454 343345 780596 645120 767741 783983 780694 644542 762197 616861 605290 605452 457521 743938 765409 809322 804768 344749 787155 698633 768449 778179 773964 687991 408518 682649 429442 416734 752325 752327 134769 753251 736972 584447 757413 673835 759680 774361 788482 788480 735112 608219 694831 743119 608217 425603 701396 701399 789572 721394 659833 756797 779312 384871 756655 218556 756798 756799 752495 756652 571976 775982 790922 306319 798446 517615 725733 764116 599488 735600 787888 749687 699040 751078 613950 595740 642805 738633 746939 591983 738638 537150 355594 762909 642801 713511 399951 792698 750783 740308 785403 647269 710559 686893 631998 305995 576734 781625 361389 691278 730461 110395 590584 699867 673028 729230 723894 779817 369547 614772 790180 614776 726552 653561 763805 681122 730066 750154 684922 608021 616518 702473 752229 373344 706306 782096 759177 777244 748499 354766 720816 755570 763112 596988 744772 761963 633450 309298 315304 436232 758259 702651 754656 726028 349507 567232 745174 759304 117088 759301 745778 761081 327695 732901 488421 422178 774612 610601 617159 664159 667624 579261 767580 377783 780611 745453 754811 754037 484177 754039 345529 741053 781820 700205 702493 700209 739858 646952 773630 152755 618938 199550 665953 700493 756813 513224 457223 816654 567707 709712 730890 622277 787353 821666 564206 768629 795728 387460 752387 679228 663447 320489 610119 499203 749778 634867 613728 671281 106650 661658 737949 540947 808338 708248 814790 808115 775193 752164 543764 313086 696386 800327 673925 787803 546565 785385 749606 766867 710160 739144 705270 548571 718145 775512 746085 798858 818869 758713 724235 495875 782501 370403 561577 700112 725295 608128 657962 733813 787893 561277 607053 643669 607057 778445 401042 620280 746727 762693 789914 639168 775921 702150 584303 774304 381010 393770 786687 747447 751830 778693 725619 625087 750200 750202 551705 760403 136248 607305 628236 700458 764591 720480 136245 370789 776861 789456 783271 383977 681135 366956 763813 747746 704794 733092 687367 694009 702307 431705 626994 818839 363696 749177 679905 428550 624111 787319 761004 555563 527882 614713 759211 784751 389194 791533 776088 498492 780831 776082 551077 148245 751959 709968 641249 731286 623168 726395 684863 85228 623161 695261 786312 486269 657587 623185 671271 671276 320593 484499 766040 698349 597535 602797 819990 587806 702487 702481 781834 602157 579558 745837 726872 478527 135345 622510 485941 724953 791441 781645 794371 655919 610709 626606 474080 683664 668438 779849 762331 790269 672080 538724 519616 346090 536960 769564 596863 758855 437142 667421 243174 737953 737952 567606 780549 736815 700499 636749 613716 752309 363272 673915 596484 694992 709190 540944 626234 756686 761133 591591 667398 519726 619043 691370 702897 398733 596767 640272 739150 739152 427718 717658 798863 512486 655775 723190 775446 775444 737928 646302 338288 756059 795900 756198 765952 760118 734718 734719 733031 752457 744053 688577 787700 777907 694964 136746 778459 711794 713209 169951 575546 416461 738653 238322 751507 751139 765252 394980 507495 384527 350370 775931 334080 804458 344557 707683 537379 374468 338129 503418 774089 812402 588205 391974 496867 789735 777579 795104 776578 737388 792825 750197 716302 88333 751343 679986 612536 646281 788112 776974 507788 536074 704232 763864 647424 729177 712171 400180 750069 400185 436817 577155 695875 626989 692980 757805 713592 358173 612383 762700 786257 807098 612547 803536 615989 625351 777282 777281 428263 813619 780828 87223 407749 424770 570715 741504 733333 660850 715097 669557 632871 715657 741189 684872 612096 693010 709832 781722 734815 782566 766039 756999 568487 749580 756991 722083 670267 795685 663329 778935 553801 765786 589093 602809 622985 674587 787044 623854 494107 745243 591657 745245 569849 683653 693484 752845 693480 604818 542263 810588 757366 575010 523405 695505 485003 682839 798190 752368 623920 781571 634920 772615 514819 700174 574339 802827 763265 767397 770952 718541 720085 818345 682637 720086 568460 534768 346405 772014 587494 715885 744986 647014 472776 768397 545333 58256 596882 779741 659051 800347 720234 758964 787330 718284 758863 715815 699776 502832 750198 756186 728030 746697 511835 182803 700835 752428 749461 752426 589787 805749 430814 637796 606957 658757 805745 687929 487317 756119 283147 709438 607778 179524 703912 144479 725170 394014 771544 725175 782575 614286 594884 770125 717497 725182 731881 664916 760398 591547 606413 788639 339315 817965 503767 704804 783228 425936 777460 368740 705999 696603 603079 634236 503384 748721 468630 82401 782384 631894 747006 614527 429080 433326 760957 760956 793380 579655 287504 628105 702244 628102 383305 425499 776497 702248 787338 786246 625991 508247 612554 76936 588275 755647 612550 787336 760394 760396 253479 760392 730697 767878 784633 436241 744728 736421 763121 515922 612086 801617 714639 647044 776222 776223 641269 799830 431260 759338 701501 81273 535990 726379 737437 736123 602225 748212 603490 749186 695893 654903 802040 610790 763014 760811 806215 482849 682922 761929 808324 740837 703656 349463 773604 366128 310267 795675 670181 766877 742629 785868 773562 322759 781148 668851 102585 670603 741718 596245 812991 95420 596242 709479 654196 595834 306911 646587 811216 721328 694603 706004 634936 694566 560277 791949 813118 509839 629918 752828 791866 752824 736830 757801 772782 773944 724414 582242 543350 812751 679412 619060 482783 793126 331446 749635 552960 787937 731167 691431 735012 343280 384937 700580 781364 758872 658195 768833 703402 758875 775030 752000 456196 653820 707613 282707 729129 707619 721654 541868 763702 728430 604449 650446 552248 787685 650618 789033 720353 735084 677400 526976 805754 785370 798244 682573 789396 435756 774070 76226 662628 725167 574727 695068 588158 734167 778492 782094 747629 630137 657887 770097 770096 384037 749816 520554 776472 716289 446181 794952 768000 629351 762750 751162 737128 603146 672123 737088 625753 734129 159468 770381 747799 740727 785596 785597 773765 731984 502678 527555 92215 541889 577677 606421 751682 400244 706343 84832 720991 744286 697654 729479 666751 551746 780129 716218 780578 758572 705931 306787 593374 811389 634256 431906 785626 785629 245295 687554 758852 807976 683317 556829 610551 654541 757853 782931 677425 664474 647623 579647 733101 643840 635477 807606 763068 821022 603938 753667 500105 376193 667901 762494 500538 749082 301097 716443 440473 531186 759296 367755 193750 754663 799295 514766 250900 671231 619455 700574 237760 269568 739488 735869 772652 654462 581785 790258 371135 587304 596958 622411 781450 758960 768006 809277 701352 682598 735977 791950 780577 682616 791958 465832 682597 771774 808378 692961 736695 808375 546615 752830 709748 713513 583777 703563 655561 476547 655562 699789 307826 775095 395575 779447 432114 700605 706501 721347 743221 701224 731174 775142 700594 408535 785022 373919 746517 781199 772047 795234 736859 798779 736855 715831 265899 707662 360599 636921 759706 709252 770041 589103 619004 789413 702998 763673 620794 760039 687908 744837 677416 620402 631999 620405 788436 758588 713569 591330 756253 798420 705423 801850 771138 676368 769263 355486 795940 789251 108098 731191 640904 724374 711751 751058 725715 778175 717663 687002 794947 770364 729368 589329 351328 343510 354924 740040 537033 740732 746946 406380 750373 750626 575462 712627 625783 704694 616400 551326 776331 776334 524709 761041 732902 795836 623606 647500 334515 713583 713580 713588 713589 711801 590586 634248 747839 817946 751131 579740 545571 765680 784360 780889 715585 615475 672789 737452 672787 624029 311161 309120 808029 706283 253625 683026 739402 536308 348887 771812 772306 763173 549119 763175 665218 529478 315286 505188 762562 715057 662936 633803 761998 674584 759288 742602 413842 773097 608998 678637 753295 821631 618118 149012 771502 613472 134437 345139 654073 801516 707097 153815 652414 754013 679656 404209 773108 654094 679379 604365 609793 791437 172754 790535 718187 675260 679386 719741 733793 589469 700191 705641 757051 254161 615993 757739 694325 587037 679202 608378 752240 548451 520650 689357 766816 782223 734921 751262 591658 591304 547647 611473 596128 715907 758898 596826 719442 772059 797275 699683 752414 665420 585598 721191 363813 590870 666039 677388 782027 786454 775271 610227 628794 752098 487619 575013 751967 339165 607723 728687 746794 811653 746813 502505 756068 738188 526483 725963 757795 734623 610826 750965 787775 731905 706774 726685 618832 543665 819386 507114 457898 690340 507119 711568 746926 681118 557892 430593 681114 674622 674620 674624 738622 738331 786180 759676 759674 740332 823738 180187 634796 767910 674568 667025 738199 611602 763907
16.0.1,704684 664484 524710 640934 505742 716232 774622 623638 795829 795826 641724 598568 702897 795821 524712 231776 713593 787584 704686 758415 595572 783196 767826 747721 723495 581992 729129 723499 616508 616506 616117 765194 467499 745250 715598 702361 737442 737447 635519 705941 776329 763166 501960 592214 205735 703002 754095 737509 687768 467080 761987 704703 633845 555319 641224 799877 142542 729228 817386 635295 633927 292549 764754 536617 510996 719113 749572 655940 749578 579275 146308 802798 803022 754807 765678 586853 199541 689929 809150 780454 343345 780596 767741 783983 780694 762197 391132 616861 605290 726872 605452 743938 674007 765409 804768 344749 787155 698633 768449 778179 773964 687991 408518 682649 749461 752325 179524 736972 798937 757413 673835 759680 774361 788482 788480 619021 735112 608219 743119 608217 343850 425603 701396 701399 789572 721394 659833 756797 779312 756655 218556 756798 752495 756652 352871 789456 571976 775982 775981 790922 306319 378325 517615 725733 764116 599488 735600 749687 699040 751078 613950 660538 595740 740040 738633 746939 591983 738638 537150 762909 642801 713511 713513 792698 750783 740308 785403 647269 710559 631998 631999 781625 361389 691278 730461 762750 673028 729230 723894 779817 536308 614776 726552 653561 763805 681122 171781 750626 580967 684922 608021 616518 702473 752229 755677 706306 734167 759177 748499 354766 720816 755570 763112 596863 744772 761963 476653 315304 332971 436232 646557 758259 754656 726028 349507 524709 745174 759304 117088 759300 759301 745778 761081 800840 327695 795836 488421 422178 610601 664159 579261 767580 377783 780611 745453 754037 484177 754039 754811 781820 739858 745512 700205 773630 152755 753095 199550 665953 694646 675506 735943 618261 513224 457223 816654 567707 709712 730890 622277 587885 564206 768629 795728 387460 752387 663447 626052 320489 634867 243174 671281 106650 661658 737949 540947 708248 808115 775193 752164 543764 588205 800327 673925 787803 546565 430814 766865 766867 710160 705270 718145 775512 757366 798858 724235 495875 782501 370403 148889 561577 700835 479353 733813 787893 561277 607053 643669 607057 778445 401042 620280 788105 762693 731813 789914 775921 606489 705669 615762 693983 381010 393770 786687 747447 747799 751830 778693 786815 725619 625087 794907 750200 750202 551705 778175 136248 628236 764591 136245 370789 373344 720480 783271 681135 366956 763813 747746 733092 809277 687367 694009 702307 613000 626994 725175 707147 749177 679905 624111 787319 639343 527882 614713 672787 784751 791533 776088 780831 776082 551077 148245 717658 709968 641249 121860 731286 623168 726395 684863 85228 623161 786312 688371 594884 657587 623185 671276 623188 592240 320593 484499 766040 582111 597535 377491 602797 819990 587806 702487 781834 602157 579558 745837 773962 478527 622510 485941 724953 135868 791441 781645 794371 610709 756059 649005 683664 668438 162516 665818 762331 790269 596484 672080 597969 519616 346090 536960 769565 769564 596988 758855 421833 667421 613728 737953 737952 567606 700493 737957 700499 636749 757795 752309 673915 695505 657962 709190 756686 591591 667398 519726 691370 752287 398733 596767 612096 739150 739152 427718 751959 775446 775444 737928 785626 375399 598052 585314 795900 756198 765952 760118 734718 734719 752457 245295 711794 777907 694964 136746 778459 596710 787700 713209 788112 416461 738653 238322 738306 692283 751139 607268 394980 789059 507495 384527 751131 775931 344557 707683 374468 338129 503418 774089 812402 696603 496867 789735 750198 795104 645773 776578 737388 792825 750197 716302 406524 361617 88333 751343 679986 612536 646281 169951 776974 507788 595337 398345 763864 468630 712171 400180 750069 400185 436817 577155 695875 696336 812751 713592 358173 612383 762700 563358 786257 765407 803536 615989 625351 777282 777281 428263 813619 780828 618118 407749 424770 570715 741504 678181 733333 501934 660850 715097 669557 632871 715657 684872 262468 693010 749606 709832 653789 781722 734815 675470 350370 766039 687002 568487 749580 756991 722083 490164 531186 663329 778935 309120 589093 602809 674587 674584 623854 494107 745245 693484 752845 693480 604818 627353 810588 575013 575010 523405 618832 485003 798190 752368 623920 781571 634920 772615 685548 514819 700174 574339 802827 763265 675536 767397 770952 613467 720085 818345 723110 720086 568460 534768 765252 772014 715885 744986 647014 472776 780549 274425 596882 363696 800347 720234 508247 718284 758863 715815 699776 502832 777579 756186 746697 511835 182803 416734 752426 785385 606957 658757 687929 487317 756119 549737 709438 725172 725170 394014 771544 818839 782575 308752 614286 472450 717497 725182 731881 767878 591547 788639 339315 436241 704804 783228 777460 368740 344305 705999 738204 603079 634236 733712 647424 782384 747006 429080 760957 760956 631149 579655 287504 628105 702244 628102 383305 425499 776497 702248 787338 786246 787330 782027 76936 755647 612550 787336 760394 760396 253479 760392 730697 746727 760398 784633 817965 744728 736421 763121 515922 612086 135345 714639 647044 776222 776223 641269 799830 431260 759338 726379 704669 737437 736123 602225 748212 603490 695893 654903 802040 610790 763014 671428 482849 761929 808324 740837 664200 753679 773604 308770 366128 310267 795675 670181 742629 785868 773562 781148 668851 670603 735977 596245 95420 596242 709479 762316 654196 595834 780392 646587 811216 721328 694603 706004 601395 539040 694566 560277 791949 813118 509839 629918 346431 752828 791866 752824 736830 520650 613472 773944 724414 582242 568510 679412 482783 793126 331446 749635 552960 787937 731167 691431 735012 700580 781364 758872 734921 758875 775030 752000 769754 707613 282707 793380 707619 541868 541869 728430 604449 552248 787685 650618 789033 720353 677400 805754 798244 591657 789396 435756 774070 76226 662628 725167 574727 666225 588158 782096 778492 782094 747629 630137 657887 770097 770096 520554 384037 716289 446181 794952 768000 629351 751162 737128 603146 672123 737088 625753 770381 713488 740727 785596 785597 791950 773765 502678 527555 92215 541889 577677 606421 751682 400244 706343 720991 744286 697654 729479 666751 779849 624573 780578 758572 705931 761133 634256 431906 338288 570863 785629 744053 760811 758852 683317 610551 757853 782931 664474 647623 579647 733101 635477 807606 763068 821022 753667 500105 376193 667901 762494 500538 749082 716443 440473 698813 647694 759296 367755 193750 799295 801617 671231 614547 700574 752901 237760 611602 772652 577963 371135 596958 622411 781450 584651 768006 758964 682598 741718 780570 682616 720100 700112 682597 771774 808378 692961 736695 643840 95489 546615 752830 709748 399951 583777 703563 655561 476547 655562 699789 307826 680274 395575 779447 700605 675437 706501 721347 743221 731174 700594 785022 373919 746517 772047 795234 736859 798779 736855 715831 607723 707662 775095 636921 709252 589103 619004 789413 702998 763673 620794 760039 687908 744837 677416 305995 620405 608128 758588 591330 751479 756253 606346 798420 705423 801850 738199 676368 789251 736815 640904 724374 711751 751058 725715 770041 717663 782566 794947 770364 729368 589329 351328 354924 642805 537033 740732 746946 406380 750373 750154 712627 625783 704694 777244 551326 776331 776334 787353 761041 732902 732901 623606 647500 524706 334515 713583 713580 713588 713589 590586 634248 747839 817946 579740 765680 784360 780889 715585 672789 737452 759211 624029 311161 765786 706283 253625 716218 683026 739402 771812 772306 549119 315286 505188 762562 662936 633803 761998 787044 759288 742602 413842 773097 678637 801882 87223 422118 149012 557892 772782 134437 345139 654073 707095 801516 707097 652414 754013 404209 674568 654094 679379 609793 805296 791437 172754 790535 675260 679386 719741 733793 589469 701501 700197 743416 757051 254161 615993 757739 694325 790180 679202 608378 752240 725963 689357 766816 738622 613954 751262 591658 591304 682573 611473 596128 715907 758898 772059 797275 699683 752414 665420 585598 721191 363813 677425 666039 677388 691281 786454 775271 610227 752098 487619 751967 339165 774304 728687 746794 811653 746813 502505 756068 738188 526483 729177 734623 610826 750965 787775 731905 706774 726685 589787 543665 507114 457898 711568 495555 681118 771502 135498 681114 674622 705641 674624 782223 738331 786180 759676 759674 740332 503384 823738 180187 738198 767910 667025 541314 763907
14.0.2,700499 640934 746939 746938 579740 738935 561577 658757 670603 750220 598568 765680 596242 780889 778459 770952 739150 716443 757007 654196 595834 643669 607057 193750 775444 737928 762693 723495 757795 581992 730461 668851 789914 711852 723499 760357 779817 616117 734796 790180 748301 679986 716232 759109 736526 786986 736522 761998 747839 635519 718284 711568 759288 747296 715815 756186 746697 793126 511835 182803 768000 507495 750217 780578 761987 780596 700583 706140 749543 752830 739074 758872 784360 800838 635295 633927 655561 655562 699789 759438 775095 763297 744772 70543 725170 767192 750783 771544 818839 700605 476653 719113 702307 732359 750051 655940 579275 700594 736714 785022 726028 738943 738942 746517 693363 759301 776578 761081 763864 615993 743119 586853 780831 776082 725167 769951 577155 549119 753834 760267 767580 709968 630137 731286 172754 620794 682573 762197 647424 767298 754811 739858 777282 786312 745512 758588 741504 692149 798420 628105 720509 750272 603146 750278 789251 715657 745443 693010 760394 702487 760396 781834 760392 774306 725715 732059 744728 795675 752387 663447 734815 788480 623185 647623 743221 729368 776222 729177 641269 608217 779849 756991 722083 609895 243174 701396 354924 472776 748212 683664 740732 735190 589093 744053 674584 623854 608021 739944 767713 610551 596863 735112 784643 524709 732902 732901 306319 752845 782223 567606 780549 517615 749606 736421 575010 523405 710160 767910 705270 654903 763907 485003 760398 647014 785389 635477 628102
12.0a2,752368 579740 716232 733086 658757 670603 596242 713594 739152 440473 595834 643669 727759 648773 723495 721328 711852 723499 760357 723899 616117 673543 706007 614776 726552 759109 650839 662936 633803 635519 711568 747296 727748 709358 719795 724215 793126 182803 703002 731296 704785 761987 700587 735096 700583 725295 799877 70543 635295 655561 709438 655562 641249 729129 725170 687367 818839 697435 725715 731288 749572 626994 655940 758259 731174 719741 726028 726383 677400 717663 693363 700197 703656 718904 712791 702307 694325 733322 733323 733324 733325 435756 725167 436817 577155 520650 720734 760267 709968 630137 731286 623168 612546 682573 647424 616861 636482 727140 743938 721342 725081 721086 670270 692149 798420 726387 720509 691281 589546 789251 737088 747799 787330 740727 649152 730890 622277 716443 702487 719373 607723 732059 729247 663447 515922 735112 724953 743221 744286 729177 641269 705270 749580 722005 734623 722083 609895 726379 243174 140756 721667 721390 642805 726685 602803 589093 654903 708248 674584 100222 623854 494107 729251 608021 519616 767713 482849 610551 596863 705641 732902 732901 700198 710922 119693 604818 780549 517615 645714 720092 700499 710160 647623 765678 711801 723368 696804 615993 635477
12.0a1,694992 579740 670603 711988 589546 713513 721339 713594 715585 672789 720085 595834 643669 692149 648773 723495 721328 694603 711852 711853 723499 721654 616506 716618 706004 706007 614776 724425 715598 704467 650839 662936 635519 718284 674584 644047 747296 709358 719795 182803 701352 703002 684922 709832 731296 704785 721351 700587 707683 700583 700580 658757 654073 596242 482849 635295 500538 70543 687367 394014 697435 590721 709968 721344 721346 721342 700594 719741 720353 717663 693363 716836 740376 712791 615993 665940 694325 733322 733323 733324 733325 440473 662941 574727 655835 720734 717658 705999 630137 655940 682573 595975 647424 687908 636482 727140 604818 705641 719872 623185 721086 713569 698633 716289 677425 691281 702248 718765 567707 649152 622277 702487 719373 718904 732059 717932 720515 663447 711923 628711 647623 641269 718886 729479 577155 722083 716218 704496 243174 140756 721667 720613 704662 721394 602803 712564 722005 589093 629918 711568 100222 623854 608021 609895 658325 610551 596863 712627 645714 704703 710922 693480 119693 692961 713583 713580 722851 720092 700499 713588 711801 723368 613954 613950 696804 677416 635477
