node,page_rank,betweenness,closeness,indegree,outdegree
,1.682,0.0,0.627,0,0
crtdbg,1.682,0.0,0.627,0,0
/modules/freetype2/src/base/ftcid,1.682,0.0,2.425,0,7
Wininet,1.682,0.0,0.627,0,0
mozITXTToHTMLConv,1.682,0.0,0.627,0,0
/intl/uconv/ucvlatin/nsMacGreekToUnicode,1.983,0.041,2.426,2,6
/gfx/skia/include/core/SkBitmap,31.099,665974.995,2.426,197,20
nsIDOMScreen,1.682,0.0,0.627,0,0
/content/base/src/nsDOMSerializer,1.753,17.619,2.426,2,25
/dom/workers/DOMBindingBase,1.761,0.0,2.426,1,19
/caps/include/nsJSPrincipals,3.637,3374.305,2.426,28,3
/media/libopus/silk/dec_API,1.809,351.15,2.426,1,23
/netwerk/protocol/http/nsHttpDigestAuth,1.731,0.0,2.426,1,30
xpcexception,1.682,0.0,0.627,0,0
nsIDOMNavigatorBluetooth,1.682,0.0,0.627,0,0
/security/nss/lib/freebl/mpi/utils/metime,1.682,0.0,2.425,0,4
/media/libvpx/vp8/encoder/x86/x86_csystemdependent,1.682,0.0,2.425,0,4
/gfx/skia/include/core/SkShader,8.091,916226.257,2.426,57,20
/gfx/angle/src/compiler/DetectRecursion,2.119,0.135,2.425,2,6
/gfx/cairo/cairo/src/cairo-spans,2.469,595.731,2.426,5,12
/gfx/angle/src/libGLESv2/HandleAllocator,2.408,0.333,2.425,3,6
/media/libtremor/lib/tremor_floor1,1.682,0.0,2.426,0,13
linux/kernel,1.682,0.0,0.627,0,0
/js/src/ctypes/libffi/testsuite/libffi.call/nested_struct6,3.47,36086.8,2.425,3,4
/security/nss/lib/util/utilpars,2.882,2147.006,2.426,11,14
/modules/freetype2/src/pfr/pfrsbit,2.389,7258.437,2.425,4,14
/security/nss/lib/ssl/ssl,6.598,31059.662,2.426,55,10
unicode/numfmt,1.682,0.0,0.627,0,0
/gfx/2d/SourceSurfaceCG,2.012,6.0,2.426,2,8
/netwerk/srtp/src/crypto/include/crypto_types,5.06,0.0,2.425,10,0
/memory/jemalloc/src/include/jemalloc/internal/ql,1.682,0.0,0.627,0,0
/gfx/skia/include/effects/SkPixelXorXfermode,1.86,0.258,2.425,1,7
/content/base/public/nsXMLNameSpaceMap,2.066,17.147,2.426,4,6
nsIRequestObserver,1.682,0.0,0.627,0,0
/security/nss/lib/jar/jzconf,1.682,0.0,2.425,0,1
/gfx/skia/src/core/SkBitmapSamplerTemplate,1.778,0.0,2.425,1,4
