node,page_rank,betweenness,closeness,indegree,outdegree
,1.995,0.0,0.629,0,0
/widget/gtk2/nsGtkKeyUtils,2.36,18888.815,2.531,3,10
/accessible/src/other/XULListboxAccessibleWrap,1.995,0.0,2.531,0,1
/ipc/chromium/src/base/gfx/point,5.717,0.0,2.531,2,2
/tools/profiler/libunwind/src/src/ptrace/_UPT_access_mem,1.995,0.0,2.53,0,1
/security/nss/lib/zlib/zutil,9.031,90520.658,2.531,10,6
/gfx/skia/src/core/SkFlattenableBuffers,3.081,2722.099,2.531,7,9
X11/StringDefs,1.995,0.0,0.629,0,0
/xpcom/ds/nsAtomTable,13.715,69096.949,2.531,4,31
mozilla/dom/indexedDB/KeyPath,1.995,0.0,0.629,0,0
/js/src/ion/ValueNumbering,2.513,246.968,2.531,3,10
nsIWebNavigation,1.995,0.0,0.629,0,0
/modules/freetype2/src/base/ftbbox,1.995,0.0,2.531,0,10
/js/src/assembler/moco/MocoStubs,2.826,0.0,2.531,4,0
/tools/profiler/libunwind/src/tests/Gtest-nocalloc,3.691,5441.0,2.531,1,2
/js/src/jsweakmap,9.712,8428.546,2.531,9,17
/media/webrtc/trunk/tools/gyp/test/win/precompiled/hello2,3.691,0.0,0.629,1,0
/security/nss/lib/ckfw/capi/ctoken,2.275,33.0,2.531,1,8
/modules/freetype2/src/base/ftadvanc,2.219,9635.194,2.531,2,12
/toolkit/crashreporter/google-breakpad/src/client/linux/minidump_writer/minidump_writer_unittest_utils,2.966,0.0,2.531,3,3
/content/base/src/nsMixedContentBlocker,2.148,0.152,2.531,2,13
/media/webrtc/trunk/testing/gtest/src/gtest-typed-test,2.387,10.482,2.531,1,6
/media/webrtc/trunk/src/modules/video_coding/main/test/test_callbacks,2.969,3849.399,2.531,8,16
/layout/generic/nsPluginUtilsOSX,1.995,0.0,2.531,0,3
glib-object,1.995,0.0,0.629,0,0
nsIDOMRect,1.995,0.0,0.629,0,0
/media/webrtc/trunk/src/voice_engine/include/mock/mock_voe_observer,2.237,1.0,2.531,1,1
mozilla/_ipdltest/PTestBadActorSubParent,1.995,0.0,0.629,0,0
/media/libopus/silk/lin2log,3.413,6.417,2.531,9,4
mozilla/_ipdltest/PTestShutdownParent,1.995,0.0,0.629,0,0
/modules/freetype2/src/cache/ftcimage,2.612,27.732,2.531,4,16
/widget/qt/nsNativeThemeQt,2.122,367.521,2.531,2,27
/intl/uconv/ucvlatin/nsUnicodeToISO88594,2.353,0.034,2.531,2,6
/media/omx-plugin/include/ics/android/native_window,2.91,6.5,2.531,2,2
sys/dir,1.995,0.0,0.629,0,0
/gfx/skia/src/gpu/gl/GrGLStencilBuffer,2.374,1101.235,2.531,3,13
/gfx/skia/src/core/SkBBoxHierarchyRecord,2.212,12125.38,2.531,2,16
/content/media/webrtc/MediaEngine,2.184,0.924,2.531,4,3
/media/webrtc/trunk/testing/gtest/samples/sample7_unittest,1.995,0.0,2.531,0,2
mozilla/docshell/POfflineCacheUpdateChild,1.995,0.0,0.629,0,0
/netwerk/protocol/ftp/nsFtpControlConnection,2.175,329.432,2.531,3,24
/security/nss/cmd/lib/pk11table,2.521,441.85,2.531,4,8
/ipc/chromium/src/chrome/common/child_process,2.947,66702.439,2.531,4,8
sandbox,1.995,0.0,0.629,0,0
/js/src/jsinterp,17.579,249322.887,2.531,33,64
/media/webrtc/trunk/third_party/libyuv/source/rotate,2.404,9795.075,2.531,2,9
odbcinst,1.995,0.0,0.629,0,0
mozilla/dom/indexedDB/IDBIndex,1.995,0.0,0.629,0,0
/media/webrtc/trunk/src/common_video/jpeg/data_manager,2.651,1.0,2.531,2,4
/media/omx-plugin/include/ics/cutils/log,7.126,59258.811,2.531,10,3
/gfx/skia/include/animator/SkAnimatorView,1.995,0.0,2.531,0,2
/media/webrtc/trunk/src/modules/bitrate_controller/include/bitrate_controller,2.999,0.167,2.531,5,1
nsPIPromptService,1.995,0.0,0.629,0,0
surfaceflinger/ISurfaceComposer,1.995,0.0,0.629,0,0
/parser/htmlparser/public/nsIDTD,3.665,100833.672,2.531,16,10
/modules/freetype2/builds/wince/ftdebug,1.995,0.0,2.531,0,1
/media/libvpx/vp8/common/ppflags,3.418,0.0,2.531,7,0
/xpcom/io/nsDirectoryServiceDefs,9.883,0.0,2.531,75,0
/gfx/layers/basic/BasicImageLayer,2.123,9838.554,2.531,1,27
/media/webrtc/trunk/src/modules/audio_conference_mixer/source/audio_conference_mixer_unittest,1.995,0.0,2.531,0,2
/gfx/cairo/cairo/src/cairo-lzw,2.031,0.0,2.531,1,7
/toolkit/crashreporter/google-breakpad/src/common/linux/tests/crash_generator,2.508,3747.16,2.531,3,10
/xpcom/tests/SizeTest06,1.995,0.0,2.531,0,5
pango/pangofc-fontmap,1.995,0.0,0.629,0,0
/media/webrtc/trunk/src/modules/video_coding/main/source/jitter_buffer,3.236,50785.529,2.531,6,20
/nsprpub/pr/include/prshm,4.498,975.508,2.531,5,3
/layout/generic/nsFontInflationData,2.546,12978.442,2.531,4,21
/security/nss/lib/certhigh/certvfypkixprint,1.995,0.0,2.531,0,2
/media/libopus/include/opus_custom,3.82,1.667,2.531,9,4
/security/nss/lib/ssl/sslerr,6.854,5688.53,2.531,24,5
/layout/mathml/nsMathMLsemanticsFrame,2.148,916.524,2.531,2,14
/ipc/chromium/src/chrome/common/chrome_plugin_unittest,1.995,0.0,2.531,0,14
/docshell/base/nsDocShellTransferableHooks,2.165,3.0,2.531,2,12
/security/nss/lib/freebl/ecl/ecp_256,1.995,0.0,2.531,0,7
/intl/lwbrk/src/nsCarbonBreaker,1.995,0.0,2.531,0,4
/intl/uconv/ucvlatin/nsAsciiToUnicode,2.353,0.034,2.531,2,6
/toolkit/system/gnome/nsGSettingsService,2.1,0.0,2.531,1,17
/content/media/plugins/nsMediaPluginHost,2.204,30.188,2.531,2,17
/gfx/skia/src/views/sdl/SkOSWindow_SDL,2.201,107903.955,2.531,1,19
/media/webrtc/trunk/src/voice_engine/output_mixer,3.222,29554.698,2.531,9,27
/gfx/skia/src/gpu/GrTexture,2.827,9404.69,2.531,6,20
nsIIOUtil,1.995,0.0,0.629,0,0
/media/libvpx/vpx_config_generic-gnu,594.435,0.0,2.531,73,0
/media/libopus/silk/tables_pitch_lag,2.491,0.958,2.531,4,3
/modules/freetype2/src/base/ftotval,1.995,0.0,2.531,0,7
nsIController,1.995,0.0,0.629,0,0
/extensions/universalchardet/src/base/nsSJISProber,2.519,1175.319,2.531,2,7
