file,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
/tools/profiler/libunwind/src/src/x86_64/unwind_i.h,92,0,0,1,4.83
/toolkit/crashreporter/google-breakpad/src/common/memory.h,218,2,16,3,0.35
/memory/jemalloc/src/include/msvc_compat/stdint.h,247,0,0,0,1.90
/tools/profiler/libunwind/src/include/libunwind-x86_64.h,139,0,0,0,0.95
/tools/profiler/libunwind/src/include/libunwind_i.h,346,1,2,0,1.49
/toolkit/crashreporter/google-breakpad/src/common/android/include/sys/ucontext.h,175,0,0,0,18.00
/other-licenses/7zstub/src/7zip/Common/ProgressUtils.cpp,58,2,4,1,0.07
/other-licenses/7zstub/src/7zip/Common/StdAfx.h,9,0,0,0,0.00
/other-licenses/7zstub/src/7zip/Common/ProgressUtils.h,43,1,6,1,0.04
/other-licenses/7zstub/src/Common/MyWindows.h,200,0,0,0,0.03
/security/nss/lib/smime/cmscinfo.c,373,3,22,3,0.22
/security/nss/lib/smime/cmslocal.h,355,0,0,0,2.01
/security/nss/lib/pk11wrap/pk11func.h,15,0,0,0,0.00
/security/nss/lib/util/secitem.h,96,0,0,0,3.44
/security/nss/lib/util/secoid.h,143,0,0,0,3.00
/security/nss/lib/util/secerr.h,218,0,0,0,0.06
/security/nss/lib/util/secport.h,252,0,0,0,0.66
/editor/libeditor/html/nsHTMLAnonymousUtils.cpp,466,7,20,5,0.23
/xpcom/string/public/nsAString.h,72,1,2,0,1.00
/xpcom/base/nsAutoPtr.h,1409,1,134,1,0.25
/xpcom/glue/nsCOMPtr.h,1546,1,97,1,0.36
/layout/style/nsComputedDOMStyle.h,520,1,7,1,0.29
/content/base/public/nsContentUtils.h,2419,1,39,2,1.37
/xpcom/glue/nsDebug.h,370,0,0,0,16.50
/editor/libeditor/base/nsEditProperty.h,32,0,0,0,1.00
/xpcom/base/nsError.h,1113,1,2,0,0.88
/editor/libeditor/html/nsHTMLCSSUtils.h,405,0,0,0,1.27
/editor/libeditor/html/nsHTMLEditor.h,950,1,3,0,0.26
/content/base/public/nsIContent.h,904,1,38,3,1.79
/xpcom/glue/nsID.h,143,1,1,0,3.39
/content/base/public/nsIDocument.h,2118,1,108,1,1.11
/content/base/public/nsIDocumentObserver.h,342,1,1,0,2.93
/content/base/public/nsIMutationObserver.h,446,1,2,0,3.54
/content/base/public/nsINode.h,1736,1,124,3,0.99
/layout/base/nsIPresShell.h,1462,1,51,1,1.43
/xpcom/glue/nsISupportsImpl.h,1544,2,19,2,1.62
/xpcom/glue/nsISupportsUtils.h,152,3,2,1,3.10
/xpcom/string/public/nsLiteralString.h,89,0,0,0,6.50
/layout/base/nsPresContext.h,1384,1,125,2,0.56
/xpcom/string/public/nsReadableUtils.h,362,1,5,0,1.84
/xpcom/string/public/nsString.h,207,1,16,0,0.30
/xpcom/string/public/nsStringFwd.h,65,0,0,0,0.58
/intl/unicharutil/util/nsUnicharUtils.h,147,1,2,0,1.24
/xpcom/base/nscore.h,443,0,0,0,59.00
/xpcom/glue/nsStringAPI.h,1457,1,178,1,0.32
/media/mtransport/third_party/nICEr/src/ice/ice_ctx.c,540,11,13,5,0.20
/media/mtransport/third_party/nrappkit/src/port/win32/include/csi_platform.h,108,0,0,0,5.75
/media/mtransport/third_party/nrappkit/src/port/generic/include/sys/queue.h,563,0,0,0,0.00
/media/mtransport/third_party/nrappkit/src/share/nr_api.h,51,0,0,0,0.00
/media/mtransport/third_party/nrappkit/src/registry/registry.h,154,0,0,0,0.62
/media/mtransport/third_party/nICEr/src/stun/stun.h,205,0,0,0,0.00
/media/mtransport/third_party/nICEr/src/ice/ice_ctx.h,157,0,0,0,0.54
/media/mtransport/third_party/nICEr/src/ice/ice_reg.h,68,0,0,0,0.00
/media/mtransport/third_party/nICEr/src/crypto/nr_crypto.h,50,0,0,0,6.20
/media/mtransport/third_party/nrappkit/src/event/async_timer.h,54,0,0,0,6.17
/media/mtransport/third_party/nrappkit/src/util/util.h,72,0,0,0,2.64
/media/mtransport/third_party/nICEr/src/stun/stun_msg.h,198,0,0,0,0.53
/media/mtransport/third_party/nrappkit/src/util/libekr/r_memory.h,99,0,0,0,4.62
/media/mtransport/third_party/nrappkit/src/util/libekr/r_macros.h,137,0,0,0,0.00
/media/mtransport/third_party/nrappkit/src/util/libekr/r_errors.h,127,0,0,0,31.67
/media/mtransport/third_party/nrappkit/src/event/async_wait.h,83,0,0,0,4.62
/accessible/src/msaa/Compatibility.cpp,112,9,2,2,0.27
/accessible/src/msaa/Compatibility.h,81,1,4,0,0.86
/accessible/src/msaa/nsWinUtils.h,79,0,0,0,1.76
/accessible/src/base/Statistics.h,45,1,5,0,1.06
/layout/style/nsDOMCSSRect.cpp,74,3,8,3,0.12
/layout/style/nsDOMCSSRect.h,34,0,0,0,0.38
/dom/base/nsDOMClassInfoID.h,165,0,0,0,7.75
/media/libvpx/vpx_config_x86-darwin9-gcc.c,9,1,1,0,3.50
/content/xslt/src/xslt/txXSLTProcessor.cpp,54,3,3,4,0.24
/content/xslt/src/xslt/txXSLTProcessor.h,28,0,0,0,1.43
/content/xslt/src/xslt/txInstructions.h,391,1,2,0,0.02
/content/base/src/nsGkAtoms.h,34,0,0,0,3.40
/content/xslt/src/base/txLog.h,34,0,0,0,0.00
/content/xslt/src/xslt/txStylesheetCompileHandlers.h,56,0,0,0,0.14
/content/xslt/src/xslt/txStylesheetCompiler.h,241,2,6,1,0.07
/content/xslt/src/xslt/txExecutionState.h,168,2,5,1,0.09
/content/xslt/src/xpath/txExprResult.h,131,1,3,0,0.69
/media/mtransport/third_party/nICEr/src/net/transport_addr.h,92,0,0,0,1.77
/media/mtransport/third_party/nICEr/src/net/nr_socket.h,83,0,0,0,1.39
/media/mtransport/third_party/nICEr/src/stun/stun_client_ctx.h,180,0,0,0,0.88
/media/mtransport/third_party/nICEr/src/stun/stun_server_ctx.h,77,0,0,0,1.14
/media/mtransport/third_party/nICEr/src/stun/turn_client_ctx.h,82,0,0,0,1.55
/media/mtransport/third_party/nICEr/src/ice/ice_socket.h,89,0,0,0,1.13
/media/mtransport/third_party/nICEr/src/ice/ice_component.h,83,0,0,0,1.10
/media/mtransport/third_party/nICEr/src/ice/ice_media_stream.h,98,0,0,0,1.00
/media/mtransport/third_party/nICEr/src/ice/ice_candidate.h,110,0,0,0,0.98
/media/mtransport/third_party/nICEr/src/ice/ice_candidate_pair.h,89,0,0,0,1.42
/media/mtransport/third_party/nICEr/src/ice/ice_handler.h,80,0,0,0,3.27
/media/mtransport/third_party/nICEr/src/ice/ice_peer_ctx.h,82,0,0,0,1.06
/widget/xpwidgets/nsBaseFilePicker.h,53,0,0,0,0.25
/xpcom/glue/nsArrayEnumerator.h,31,0,0,0,1.22
