node,page_rank,betweenness,closeness,indegree,outdegree
,1.911,0.0,0.696,0,0
webkit/glue/npruntime_util,1.911,0.0,0.696,0,0
/other-licenses/atk-1.0/atk/atkeditabletext,2.953,0.405,2.813,4,2
/toolkit/crashreporter/google-breakpad/src/processor/call_stack,4.51,3845.0,2.812,2,2
nsIContentFilter,1.911,0.0,0.696,0,0
/content/base/src/nsImageLoadingContent,2.517,1123.809,2.813,12,39
/widget/cocoa/GfxInfo,1.911,0.0,2.813,0,6
/js/src/ctypes/libffi/testsuite/libffi.call/many,1.911,0.0,2.813,0,2
/js/jsd/jsd_step,1.911,0.0,2.813,0,9
/layout/style/Loader,1.911,0.0,2.813,0,55
/media/webrtc/trunk/src/voice_engine/main/interface/voe_neteq_stats,2.524,0.0,2.813,5,2
mozilla/dom/indexedDB/IDBKeyRange,1.911,0.0,0.696,0,0
/xpcom/string/src/nsStringObsolete,2.1,216.533,2.813,1,20
/nsprpub/pr/include/prnetdb,13.578,2830.94,2.813,84,2
/layout/svg/base/src/nsSVGFilterPaintCallback,2.173,0.0,2.813,4,0
nsISettingsService,1.911,0.0,0.696,0,0
/content/xslt/src/xpath/txExprLexer,2.192,3.952,2.813,3,14
/content/html/content/src/nsHTMLHeadingElement,1.911,0.0,2.813,0,22
/layout/mathml/nsMathMLParts,1.986,0.0,2.813,2,5
/gfx/skia/src/animator/SkDrawable,6.19,40.726,2.813,22,5
/content/base/src/nsTextFragment,3.869,491.524,2.814,33,19
/ipc/chromium/src/base/string_piece_unittest,1.911,0.0,2.813,0,4
/tools/profiler/libunwind/src/src/unwind/GetBSP,1.911,0.0,2.813,0,2
_gen/netscape_jsdebug_JSSourceTextProvider,1.911,0.0,0.696,0,0
/ipc/chromium/src/chrome/common/ipc_test_sink,2.426,0.0,2.813,1,4
/media/webrtc/trunk/src/modules/rtp_rtcp/source/rtp_format_vp8_unittest,1.911,0.0,2.813,0,9
/gfx/graphite2/src/inc/Sparse,7.62,6409.908,2.813,3,3
linux/kernel,1.911,0.0,0.696,0,0
objc/objc,1.911,0.0,0.696,0,0
/intl/locale/src/unix/nsDateTimeFormatUnix,1.97,0.0,2.814,1,28
mozilla/GenericFactory,1.911,0.0,0.696,0,0
/modules/freetype2/include/freetype/ftxf86,2.266,4.514,2.813,2,4
/content/xslt/src/xpath/txCoreFunctionCall,2.06,1985.154,2.813,2,29
/nsprpub/pr/src/misc/prsystem,3.493,3603.224,2.813,15,10
/gfx/skia/src/views/SkViewInflate,1.911,0.0,2.813,0,16
/gfx/cairo/libpixman/src/pixman,39.421,150691.436,2.813,56,13
/ipc/chromium/src/base/singleton,15.455,25042.792,2.813,19,4
/gfx/qcms/qcms,27.608,2474.305,2.813,18,1
/media/webrtc/trunk/src/modules/audio_device/main/test/func_test_manager,3.024,3963.71,2.813,2,20
/intl/uconv/ucvlatin/nsUnicodeToCP1251,2.253,0.034,2.813,2,6
/other-licenses/7zstub/src/Common/CommandLineParser,2.624,0.067,2.813,2,4
/media/webrtc/trunk/third_party/libyuv/unit_test/rotate_test,1.911,0.0,2.813,0,7
nsIStreamConverter,1.911,0.0,0.696,0,0
/gfx/qcms/iccread,2.462,8407.204,2.813,4,7
/toolkit/crashreporter/google-breakpad/src/common/dwarf_cfi_to_module,2.758,17.0,2.813,3,5
/media/webrtc/trunk/src/modules/audio_coding/main/test/timedtrace,1.911,0.0,0.696,0,0
/accessible/src/msaa/XULListboxAccessibleWrap,2.044,0.0,2.813,1,13
nsIToolkitChromeRegistry,1.911,0.0,0.696,0,0
mozilla/plugins/PluginStreamChild,1.911,0.0,0.696,0,0
/intl/uconv/ucvlatin/nsCP1250ToUnicode,2.253,0.034,2.813,2,6
/security/manager/ssl/src/nsRecentBadCerts,2.031,182.065,2.813,3,35
/gfx/skia/src/gpu/GrRandom,2.308,0.0,2.813,2,1
/editor/libeditor/html/nsHTMLEditorLog,2.104,132.204,2.813,2,24
/ipc/chromium/src/base/win_util_unittest,1.911,0.0,2.813,0,7
/toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/call_stack,5.884,36.024,2.813,16,2
/intl/uconv/ucvlatin/8859-3,1.911,0.0,0.696,0,0
/gfx/ots/src/gpos,3.962,3170.667,2.813,4,8
/parser/html/nsHtml5Portability,3.764,6541.22,2.814,12,17
/toolkit/crashreporter/google-breakpad/src/processor/scoped_ptr,9.214,0.0,2.813,23,0
/xpcom/glue/nsIInterfaceRequestorUtils,16.142,838.676,2.813,153,8
/intl/uconv/ucvlatin/nsUnicodeToAscii,2.253,0.034,2.813,2,6
nsIPrefBranchInternal,1.911,0.0,0.696,0,0
nsIVersionComparator,1.911,0.0,0.696,0,0
/dom/plugins/ipc/PluginInstanceChild,3.372,27373.718,2.814,9,49
engine,1.911,0.0,0.696,0,0
