bugID,daily_crash,daily_user
707873,0.402,0.146
582368,0,0
597260,58.456,0.089
597262,10.622,0.108
619060,8.284,0.888
480822,0,0
795923,8.024,0.718
584403,2.917,0.019
584404,0.741,0.023
433594,0,0
543436,0.0,0.0
638634,476.745,4.11
552960,0.0,0.0
660589,0.154,0.084
660588,0.881,0.3
591049,0,0
574350,6.4,0.126
682518,0.134,0.076
768831,0.441,0.167
636261,4.348,0.222
560584,0.155,0.027
456196,0,0
529087,0,0
382941,0,0
695029,0.0,0.0
564612,1.711,0.094
763702,0.001,0.001
517795,0,0
564619,0.0,0.0
629046,0,0
565693,0.0,0.0
571803,2.335,0.104
662568,7.438,0.859
76226,0,0
574727,0.0,0.0
666225,0.02,0.011
532482,0,0
588158,0.0,0.0
734167,110.177,1.56
681099,0.007,0.005
496581,0,0
595635,0.863,0.047
819464,1.479,0.308
606200,0,0
373533,0,0
464009,0,0
656354,0.163,0.075
629001,3.949,0.512
464007,0,0
628316,0,0
725733,0.022,0.016
558955,48.706,0.196
655791,0.004,0.004
405783,0,0
513315,0,0
567877,0.007,0.007
567876,0,0
630957,0.053,0.01
589207,4.858,0.138
396829,0,0
593776,0,0
411249,0,0
526398,0,0
570863,0.006,0.006
526391,0,0
526390,0,0
593779,0,0
680274,0.0,0.0
537822,0.0,0.0
575923,0.193,0.033
773173,0.039,0.016
522671,0,0
404785,0,0
404787,0,0
755211,0.009,0.007
729401,1.89,0.327
509297,0,0
696419,1.794,0.196
489533,0,0
593801,0,0
423415,0,0
423418,0,0
372373,0,0
780658,0.839,0.139
700273,36.623,1.735
631607,4.085,0.713
807596,0.093,0.06
587877,0.202,0.018
587879,0.943,0.035
763162,0.177,0.081
787067,1.716,0.073
801419,2.468,0.191
806350,0.306,0.136
806353,0.0,0.0
558309,0.0,0.0
825037,0.08,0.038
676458,1170.362,9.274
53094,0,0
535981,0,0
617297,0.155,0.056
523815,0,0
523819,0,0
627238,0.0,0.0
772223,0.094,0.001
619529,0.049,0.023
665963,16.914,0.793
367630,0,0
564572,42.74,0.449
465832,0,0
725945,20.03,1.0
546615,0.0,0.0
708209,1.487,0.422
703563,0.013,0.013
654462,0.541,0.227
708206,12.503,1.103
307826,0,0
701630,0.012,0.004
615293,0.27,0.063
548504,0.0,0.0
718580,21.114,1.238
790047,0.731,0.137
399694,0,0
804066,4.91,0.544
667264,94.778,2.29
371292,0,0
640229,0.171,0.065
690010,87.637,1.704
798778,0.901,0.262
626014,0.219,0.079
620319,0.0,0.0
620312,0.003,0.003
735174,0.006,0.006
522070,0,0
650766,0.239,0.101
521668,0,0
521669,0,0
371124,0,0
705240,0,0
677416,0.06,0.044
585921,0.536,0.045
549105,0.0,0.0
577717,0.058,0.011
662229,0.115,0.065
823124,0.792,0.226
584349,0,0
589926,0,0
803598,0.06,0.01
559943,0.028,0.028
647199,0.02,0.009
594869,0.317,0.008
594865,0.317,0.008
751879,0.0,0.0
544446,0.0,0.0
613835,0.228,0.126
613834,0.0,0.0
713367,42.289,1.521
613839,0.634,0.335
613838,0.043,0.018
715401,0.877,0.076
785816,2.125,0.397
812203,1.465,0.256
595401,0,0
705630,0.001,0.001
612402,0.0,0.0
351328,0,0
748701,0.015,0.004
527543,0,0
527540,0,0
343510,0,0
469786,0,0
635861,0,0
684167,0.23,0.138
507295,0,0
763912,0.179,0.092
771569,0.101,0.023
625783,0.005,0.005
777244,1.929,0.389
807746,0.112,0.07
576598,0.0,0.0
576593,0.322,0.011
647500,0.011,0.002
576046,3.204,0.122
602333,0,0
334515,0,0
100213,0,0
100216,0,0
680130,20.188,1.119
707662,0.068,0.058
576620,0,0
617048,0.274,0.176
617049,4.203,0.441
622929,0,0
784365,0.034,0.025
617045,191.747,2.309
318139,0,0
592835,0.09,0.012
633476,0,0
716539,6.058,0.598
586310,0.004,0.004
717121,0.003,0.003
765786,0.008,0.008
673023,0.251,0.067
468563,0,0
707668,7.986,0.625
650166,2.77,0.043
348062,0,0
499134,0,0
614979,0.0,0.0
505474,0,0
488272,0,0
732765,0.067,0.035
773097,46.368,1.83
603421,3.989,0.204
622254,2.57,0.307
46556,0,0
735917,1.303,0.392
534413,0,0
649283,0,0
753350,0.027,0.008
547414,0.059,0.059
517957,0,0
707095,21.913,1.165
707097,1.829,0.445
707091,1.441,0.414
707092,0.822,0.25
665286,0.0,0.0
574996,19.107,0.113
707099,1.09,0.311
707098,0.013,0.011
535321,0,0
654094,0.0,0.0
435497,0,0
538767,4.556,0.333
573975,26.132,0.092
677643,40.09,2.113
547732,0.245,0.094
594501,0.299,0.02
805296,0.009,0.008
660071,0.027,0.006
572624,0.114,0.024
589469,0.026,0.009
760038,0.001,0.001
615998,0.881,0.203
597715,0.222,0.027
768726,0.0,0.0
254161,0,0
604994,2.162,0.266
615993,0.639,0.042
695625,0.656,0.239
608378,292.666,3.543
739720,0.072,0.033
512122,0,0
278086,0,0
771027,0.0,0.0
682573,17.26,0.871
682576,0.507,0.167
490513,0,0
799142,6.199,0.671
751682,9.211,0.859
621524,0.158,0.061
721086,0.012,0.011
585598,0.0,0.0
724267,0.0,0.0
725793,0.057,0.044
629060,867.407,3.844
548197,1.185,0.111
303901,0,0
644084,0.396,0.065
525579,0,0
525575,0,0
664950,491.128,0.167
535061,0,0
532977,0,0
604734,0.0,0.0
671955,0.093,0.025
531952,0,0
531956,0,0
726682,0.089,0.037
557892,0.0,0.0
485003,0,0
653972,0.039,0.023
643147,14.7,1.467
430593,0,0
786027,19.312,0.781
620122,19.188,1.037
628330,0.609,0.28
798420,646.212,0.001
642818,9.588,0.505
642817,9.579,0.41
483805,0,0
551448,25.42,0.333
524712,0,0
524710,0,0
770710,2.062,0.395
572025,0.127,0.018
555535,0.0,0.0
729796,0.046,0.031
762987,6.521,0.616
786720,0.378,0.164
536310,0,0
536312,0,0
570880,63.874,0.352
592998,0.151,0.024
592999,2.898,0.114
397313,0,0
592443,0.49,0.037
616508,0.024,0.009
425592,0,0
616506,0.006,0.006
707248,3.646,0.524
792226,0.029,0.023
480878,0,0
702361,5.919,0.772
693110,0.009,0.005
639368,0,0
497304,0,0
776323,0.166,0.049
497300,0,0
593829,0.337,0.032
761185,0.36,0.037
489040,0,0
592199,4.226,0.128
691847,0.816,0.167
633448,0.089,0.067
806319,1.685,0.261
633446,0,0
614901,0.003,0.003
614902,0.824,0.279
633445,0.015,0.005
817338,0.004,0.002
614905,0.0,0.0
631620,0.1,0.052
795646,0.001,0.001
814069,0.103,0.045
598777,315.389,0.26
598774,0.0,0.0
520871,0,0
542040,0.0,0.0
467080,0,0
761987,1.789,0.38
602102,69.95,0.277
680833,0.075,0.007
764758,0.003,0.001
632828,0.348,0.148
635295,0.517,0.034
632824,0,0
800833,5.281,0.593
764754,0.002,0.002
530968,0,0
633668,79.332,2.474
791330,0.0,0.0
539373,0.0,0.0
70543,0,0
539379,0.0,0.0
671319,0,0
579279,0.071,0.02
790542,0.209,0.082
667639,41.247,0.919
579275,0.0,0.0
523529,0,0
523528,0,0
563016,1.375,0.1
563011,4.183,0.175
637370,2.283,0.226
665940,0.518,0.164
53219,0,0
455098,0,0
703541,0.015,0.006
730884,3.041,0.01
546632,0,0
556785,5.261,0.38
610044,0,0
203041,0,0
605452,0.182,0.072
457521,0,0
765409,0,0
768446,0.0,0.0
344749,0,0
681069,0.008,0.005
768449,0.14,0.085
706686,1.969,0.29
778179,0.0,0.0
556434,0.844,0.022
610103,0.0,0.0
530044,0,0
645634,0.066,0.029
416734,0,0
534757,0,0
798938,0.136,0.089
534755,0,0
798937,0.011,0.01
565719,165.549,0.654
496682,0,0
472774,0,0
611316,0.902,0.13
529475,0,0
529478,0,0
775268,0.606,0.222
670943,50.52,1.498
709570,24.849,0.062
548564,6.946,0.339
779955,2.062,0.425
707646,4.855,0.629
798275,2.096,0.345
288763,0,0
575687,12.567,0.139
652965,3.526,0.792
723523,0.005,0.004
700840,0.0,0.0
519451,0,0
540551,0,0
635901,0.0,0.0
517615,0,0
519458,0,0
764116,1.679,0.404
699040,20.303,1.821
692766,2.522,0.158
782034,28.144,0.485
756253,8.645,0.486
765111,0.0,0.0
696640,7.256,0.625
696645,0.195,0.116
595460,0.118,0.016
607368,22.605,1.334
590106,2.343,0.038
594596,0.594,0.036
308765,0,0
532565,0,0
228630,0,0
520511,0,0
574084,166.213,1.471
526217,0,0
631105,3.005,0.392
631107,0.279,0.02
730700,0.723,0.23
326645,0,0
519066,0,0
100273,0,0
475826,0,0
653561,0.039,0.019
667131,0.0,0.0
593106,1.131,0.033
585957,0,0
545657,24.762,0.262
545653,0.0,0.0
592852,0.164,0.016
592855,0.775,0.061
706306,0.042,0.017
642600,0.469,0.098
322185,0,0
616198,36.036,1.592
650149,0.301,0.094
458086,0,0
610690,1.514,0.188
521849,0,0
551163,0.0,0.0
670782,12.09,0.56
495474,0,0
521844,0,0
645386,0.722,0.313
726028,2.061,0.437
484770,0,0
558173,0.0,0.0
583477,0.0,0.0
767783,0.461,0.161
678771,0.008,0.007
735284,0.08,0.051
293974,0,0
514734,0,0
708136,0,0
281098,0,0
821887,0,0
445203,0,0
445204,0,0
679178,1.23,0.356
501080,0,0
792067,6.592,0.197
781820,0.051,0.006
780297,1.918,0.219
600079,0.059,0.011
470485,0,0
470487,0,0
756813,0.001,0.001
601102,0.113,0.026
601103,4.522,0.069
601100,0.482,0.036
649152,0.062,0.006
644474,5.857,0.839
482809,0,0
622277,0.0,0.0
694002,1.946,0.514
657698,1.775,0.341
694009,0.06,0.048
598905,34.432,0.184
598907,0.038,0.015
626196,0.081,0.037
421929,0,0
787879,0.059,0.034
569380,0,0
626192,0.559,0.26
343087,0,0
569384,0.0,0.0
659924,21.513,0.063
626198,2.055,0.123
626199,11.394,0.895
655696,0.04,0.01
805013,0,0
655699,0.018,0.008
560549,5.145,0.155
699725,0.025,0.013
321679,0,0
543386,0.0,0.0
627579,2.696,0.434
711643,0.448,0.193
529041,0,0
478033,0,0
673925,3.144,0.778
557252,1.516,0.105
785634,0.0,0.0
746651,0.001,0.001
607991,0.0,0.0
757366,0.0,0.0
585719,2.805,0.068
759786,1.617,0.607
661873,0,0
548719,0.393,0.054
706098,112.638,1.703
706099,62.913,1.736
706096,0,0
574762,0.017,0.006
671970,0,0
271669,0,0
699181,0.028,0.015
496270,0,0
628689,0.272,0.1
694913,1.323,0.217
724245,0.708,0.268
637171,0.007,0.007
724248,0.041,0.027
803121,0.538,0.201
630197,2.664,0.162
630191,3.866,0.477
350267,0,0
630193,2.402,0.457
725117,1.169,0.266
789914,0.0,0.0
713138,0.0,0.0
630199,26.843,0.053
452157,0,0
642833,1.88,0.219
642832,21.975,0.525
642831,6.516,0.271
642830,12.005,0.421
615762,1.024,0.186
620103,0.037,0.028
656316,0.855,0.3
692517,0.307,0.079
381010,0,0
815683,0.056,0.011
730550,0.0,0.0
522226,0,0
778693,0.085,0.004
575546,2.217,0.122
530599,0,0
530845,0,0
625087,0.0,0.0
630998,1.47,0.394
567387,0.0,0.0
729861,0.015,0.006
400326,0,0
628236,34.617,2.093
732955,0.01,0.009
625330,0,0
625889,0.108,0.066
548995,0,0
803125,0.042,0.034
599354,297.854,0.101
704794,0.004,0.004
580874,10.198,0.099
592461,9.342,0.07
780889,0.834,0.251
707220,1.736,0.248
696457,21.455,0.988
702307,1.447,0.082
590642,0.278,0.034
460744,0,0
504669,0,0
795563,0.009,0.008
511135,0,0
732346,0.058,0.032
639343,0.002,0.002
795564,0.143,0.093
527882,0,0
593842,30.683,0.12
593847,0.108,0.016
785808,10.851,0.875
791533,6.86,0.801
791532,4.262,0.558
395012,0,0
633460,0,0
633461,0,0
498492,0,0
633463,9.125,0.929
558695,78.782,0.337
633466,0,0
657191,0.036,0.02
722025,0.044,0.005
722024,0.09,0.009
795626,0.0,0.0
579782,4.683,0.126
444930,0,0
657199,0,0
806461,0.356,0.045
602475,0.686,0.029
632840,0.007,0.007
632844,0.244,0.012
802567,0.0,0.0
671377,0.161,0.081
559083,0.0,0.0
675506,8.423,0.678
571061,0,0
563034,0.0,0.0
531337,0,0
749595,1.52,0.295
734240,0.004,0.004
535427,0,0
586439,0,0
614966,866.845,4.118
588673,9.43,0.1
592648,1.447,0.086
513192,0,0
610061,0,0
767338,0.008,0.003
135868,0,0
808531,0.002,0.002
723779,1.35,0.351
633646,0.12,0.096
626768,2.282,0.559
626767,0.324,0.089
484543,0,0
481060,0,0
656489,8.607,0.869
597969,13.51,0.194
609120,0.418,0.042
317554,0,0
636697,0.055,0.021
804024,0.086,0.046
656482,1.05,0.272
597960,24.323,0.03
597966,0.468,0.034
798915,0.0,0.0
567606,86.049,0.563
637618,0.826,0.134
736815,1.655,0.396
571168,0.0,0.0
700499,2.599,0.53
637615,0.233,0.056
658393,0.286,0.073
614713,0.009,0.009
636968,0.445,0.118
688971,0.0,0.0
528507,0,0
589103,0.052,0.017
570254,3.735,0.2
619122,2.21,0.342
573783,51.971,0.058
702897,1.828,0.455
735135,2.693,0.305
427715,0,0
529459,0,0
427718,0,0
655775,0.411,0.065
314660,0,0
655779,4.933,0.682
591691,4.533,0.079
591695,66.629,0.204
597963,11.262,0.095
375399,0,0
823160,1.799,0.371
606961,0.128,0.034
606960,0.067,0.037
606962,0.034,0.017
547299,0.62,0.16
710705,0.376,0.177
552263,0,0
559901,151.123,0.67
789059,0.011,0.01
388997,0,0
388993,0,0
630690,7.408,1.0
718724,3.877,0.518
613875,0.065,0.012
630697,125.68,2.287
507125,0,0
624267,0,0
640626,0,0
503310,0,0
504472,0,0
635822,1.477,0.326
384527,0,0
647480,0.046,0.028
775931,0.368,0.217
334080,0,0
577201,2.362,0.096
774084,0.268,0.112
681333,0.027,0.01
777579,0.271,0.11
593697,5.548,0.125
737388,0,0
591832,0.037,0.008
88333,0,0
585033,0.358,0.041
646281,53.044,2.161
611445,4.394,0.34
793433,0.646,0.183
646287,16.998,0.389
689496,0,0
793439,0.745,0.217
595335,73.174,0.182
595337,0,0
460511,0,0
338391,0,0
590128,0,0
783369,0.511,0.144
436817,0,0
588445,0.0,0.0
669014,0,0
700464,1.146,0.274
262095,0,0
777282,0.665,0.232
777281,0.108,0.064
690877,10.887,1.169
806071,42.529,1.345
397744,0,0
716417,2.108,0.515
749182,0.008,0.008
726009,0.14,0.084
691723,0.0,0.0
603464,147.658,0.296
704678,0.0,0.0
684872,0.723,0.21
215274,0,0
756999,0.001,0.001
244758,0,0
756991,0.045,0.033
490164,0,0
602802,0.093,0.014
602803,0.103,0.011
602801,0,0
602805,2.84,0.082
702531,1.044,0.328
602808,22.206,0.032
602809,0.103,0.014
608868,0.01,0.007
669903,0.056,0.002
700555,0.006,0.004
619332,46.943,1.957
655905,37.923,1.259
649170,29.414,1.511
704249,0.09,0.065
633253,4835.433,12.286
520336,0,0
731565,2.761,0.365
693241,0.994,0.306
589590,0,0
135498,0,0
345139,0,0
623920,0.078,0.046
509434,0,0
708019,0.004,0.004
574339,54.194,0.429
520058,0,0
639926,0.042,0.019
528261,0,0
801516,0.024,0.011
707202,12.214,1.007
102111,0,0
564673,0.093,0.047
564678,108.388,0.349
798274,0.299,0.129
819294,10.938,0.871
548489,0,0
820805,0.011,0.008
701754,73.762,1.36
701757,31.235,1.432
548480,2.982,0.127
797275,0.047,0.032
701201,0.938,0.236
659904,0.748,0.268
711390,11.13,0.326
711397,0.134,0.073
502832,0,0
666281,0.0,0.0
804613,1.004,0.239
804614,1.849,0.422
692685,0.095,0.04
353704,0,0
694974,2.684,0.331
677579,0,0
775543,0.148,0.032
566815,4.755,0.187
803965,8.768,0.7
640104,0.363,0.132
803963,10.374,0.728
789933,0.041,0.017
716386,107.392,1.527
716384,9.123,0.537
734056,11.767,0.435
803961,0.092,0.038
557063,0.14,0.043
707699,0.45,0.094
730572,0.01,0.005
585735,0,0
530866,0,0
704804,0.0,0.0
750777,0.319,0.053
791437,0.444,0.157
812186,0.0,0.0
712064,0.263,0.114
319168,0,0
628214,0,0
614527,69.345,2.122
422118,0,0
429080,0,0
544735,0.237,0.132
783139,0.006,0.006
515922,0,0
696307,0.011,0.006
504644,0,0
504311,0,0
504641,0,0
795819,5.338,0.599
76936,0,0
737242,0.007,0.006
788107,0.038,0.02
497349,0,0
624915,0.043,0.019
645881,8.392,1.23
624660,0.441,0.138
791518,0.0,0.0
454276,0,0
722003,0.015,0.011
535990,0,0
632867,0,0
748212,0.001,0.001
255858,0,0
575948,0.0,0.0
389326,0,0
671428,4.333,0.54
682922,0.01,0.007
401513,0,0
348940,0,0
772243,19.56,0.118
337010,0,0
383129,0,0
785868,137.067,2.479
669225,0.0,0.0
781148,0.006,0.004
820493,0.146,0.087
491197,0,0
790390,2.92,0.019
790396,1.698,0.375
387955,0,0
654196,0.158,0.097
